player,Linkname,Link,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,Snaps,IsTransfer,X2023School,DraftYear
Jalen Buckley,Jalen-Buckley,https://premium.pff.com/api/v1/players?league=ncaa&id=163158,163158,HB,W MICHIGAN,4,9,0,0,0,0,0,27,0,0,0,14,0,1,1,347,0,4,72.5,53.6,73.9,,19.1,56,56.6,59.4,11,0,0,0,7,12,0,0,1,9,0,27,14,1.56,3,0,5,22,0,Western Michigan,2026
Jordan Nubin,Jordan-Nubin,https://premium.pff.com/api/v1/players?league=ncaa&id=144983,144983,HB,MINNESOTA,3,9,1,0,0,0,0,26,0,0,1,24,29.6,0,1,225,0,3,72.5,63.9,72,,,57.6,63.5,60,7,0,0,0,3,10,0,0,0,9,0,26,24,2.67,2.9,0,6,13,0,Minnesota,2025
Giles Jackson,Giles-Jackson,https://premium.pff.com/api/v1/players?league=ncaa&id=101695,101695,WR,WASHINGTON,13,9,1,1,37.5,18,0,48,0,1,1,30,18,1,2,340,0,3,60,74,41.8,,67.5,73.9,66.5,69.6,18,2,328,28,161,106,0,0,32,37,0,48,30,3.33,5.3,2.04,4,275,0,Washington,2024
Antonio Patterson,Antonio-Patterson,https://premium.pff.com/api/v1/players?league=ncaa&id=156545,156545,HB,FIU,2,9,2,0,0,0,0,40,0,0,2,15,33.3,1,2,166,0,3,72.6,67.6,71.1,,,63.1,66.6,60,13,0,-1,1,4,10,0,0,1,10,0,40,15,1.67,4.4,-0.25,6,14,0,Florida International,2026
Jaylen Dixon,Jaylen-Dixon,https://premium.pff.com/api/v1/players?league=ncaa&id=61775,61775,WR,UTAH,14,9,6,3,60.2,62,0,103,1,5,6,29,82.4,5,6,328,1,0,45.7,74,83.5,,,70.6,80.6,60,22,0,354,34,186,110,0,0,43,43,4,103,29,3.22,11.4,1.9,0,301,0,Utah,2023
Jake Garcia,Jake-Garcia,https://premium.pff.com/api/v1/players?league=ncaa&id=143941,143941,QB,MIAMI FL,8,3,3,0,0,0,0,7,0,0,1,7,77.8,2,1,220,5,1,44.1,38.7,39.2,37.5,62.2,,61.8,60,14,3,0,0,0,87,43,6,0,3,0,50,23,2.56,5.6,,2,234,2,Missouri,2025
Jack Miller III,Jack-Miller-III,https://premium.pff.com/api/v1/players?league=ncaa&id=129754,129754,QB,FLORIDA,1,4,2,0,0,0,0,4,0,0,0,5,0,1,1,163,1,0,69.9,56.7,76.5,57.5,,,56.4,60,15,0,0,0,0,25,33,5,0,4,0,37,19,2.11,4.1,,3,57,0,Florida,2025
Mychael Hamilton,Mychael-Hamilton,https://premium.pff.com/api/v1/players?league=ncaa&id=144480,144480,HB,USF,3,9,1,0,0,0,0,23,0,0,1,16,19.8,1,2,327,0,1,72.5,62.6,71.3,,67.8,58.8,62.2,60,12,0,0,0,2,10,0,0,0,9,0,23,16,1.78,2.6,0,8,13,0,South Florida,2024
Rocko Griffin,Rocko-Griffin,https://premium.pff.com/api/v1/players?league=ncaa&id=124350,124350,HB,VANDERBILT,3,9,4,1,39.5,34,0,86,0,0,4,69,340.7,4,4,333,0,2,72.7,76.4,72.8,,75.2,55.5,76.6,60,34,0,0,0,8,11,0,0,0,9,1,86,69,7.67,9.6,0,7,22,2,UT San Antonio,2024
James Foster,James-Foster,https://premium.pff.com/api/v1/players?league=ncaa&id=83563,83563,QB,CHARLOTTE,6,4,1,1,50,15,0,12,0,0,1,4,25,1,1,136,0,1,39.5,52.8,77.3,54.1,,,52.6,60,15,0,0,0,0,34,18,5,0,4,0,30,24,2.67,3.3,,2,76,1,#N/A,#N/A
Nicco Marchiol,Nicco-Marchiol,https://premium.pff.com/api/v1/players?league=ncaa&id=157363,157363,QB,W VIRGINIA,2,8,0,0,0,0,0,24,0,0,0,12,0,0,1,343,0,4,71.6,71,75,64,,,69.2,60,9,0,0,0,0,28,0,0,0,8,0,24,12,1.5,3,,0,42,0,West Virginia,2026
Ethan Wright,Ethan-Wright,https://premium.pff.com/api/v1/players?league=ncaa&id=123587,123587,LB,CINCINNATI,1,8,3,1,41.9,18,0,43,0,0,3,40,187.5,2,3,138,0,1,71.9,77.1,72,,75.9,56.1,77.3,60,18,0,0,0,8,9,0,0,0,8,0,43,40,5,5.4,0,7,20,0,Cincinnati,2024
Jordan Nabors,Jordan-Nabors,https://premium.pff.com/api/v1/players?league=ncaa&id=127151,127151,WR,BAYLOR,7,8,0,1,47.1,32,0,68,0,0,0,4,0,2,4,118,0,0,76,53.8,77,29.1,,55.4,66.3,55.1,32,0,4,1,12,28,0,0,1,9,2,68,4,0.5,8.5,0.33,0,42,0,Baylor,2026
Preston Landis,Preston-Landis,https://premium.pff.com/api/v1/players?league=ncaa&id=127173,127173,HB,N TEXAS,1,8,2,1,25,15,0,60,0,0,2,30,93.8,3,4,251,0,5,71.9,71.8,70.7,,,58,70.4,,15,0,0,0,3,8,0,0,0,8,1,60,30,3.75,7.5,0,3,#N/A,2,Texas A&M,2026
Dominique Johnson,Dominique-Johnson,https://premium.pff.com/api/v1/players?league=ncaa&id=123959,123959,HB,ARKANSAS,4,8,0,0,0,0,0,43,0,0,0,22,0,1,2,111,0,1,71.9,60.5,75.1,,70.8,53.4,62.5,59,12,0,0,0,11,12,0,0,0,8,0,43,22,2.75,5.4,0,7,24,0,Arkansas,2024
Aaron Bedgood,Aaron-Bedgood,https://premium.pff.com/api/v1/players?league=ncaa&id=97079,97079,WR,COAST CAR,5,8,1,2,100,45,0,45,0,0,1,34,53.1,2,2,141,0,3,72,63.8,76.1,,69.5,58.2,64.7,57.4,30,0,0,0,5,18,0,0,0,8,1,45,34,4.25,5.6,0,5,26,0,Coastal Carolina,2023
Kaden Dudley,Kaden-Dudley,https://premium.pff.com/api/v1/players?league=ncaa&id=145979,145979,HB,BOISE ST,4,8,1,0,0,0,0,16,0,0,1,13,18.1,0,0,120,0,4,73.9,58.1,73.6,,,55.1,60.1,60,6,0,4,1,8,9,0,0,1,9,0,16,13,1.63,2,0.5,4,17,0,Boise State,2025
Ty Thompson,Ty-Thompson,https://premium.pff.com/api/v1/players?league=ncaa&id=146568,146568,QB,OREGON,7,8,0,0,0,0,0,-6,0,0,0,7,0,0,0,264,3,2,70.4,53.9,76.7,55.1,,,53.7,60,2,0,0,0,0,42,0,0,0,8,0,-6,7,0.88,-0.8,,2,66,0,Oregon,2025
Maurice Jones,Maurice-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=156792,156792,HB,MARSHALL,1,8,0,1,39.2,20,0,51,0,0,0,28,0,1,3,214,0,4,71.9,62,70.2,,,60,61.7,60,20,0,0,0,1,10,0,0,0,8,0,51,28,3.5,6.4,0,4,11,0,Marshall,2026
Jalen Bracey,Jalen-Bracey,https://premium.pff.com/api/v1/players?league=ncaa&id=138149,138149,WR,FIU,12,8,3,0,0,0,0,12,3,11,3,8,30.4,1,1,166,1,0,45,54.8,61.2,,64.2,57,44.9,52.7,10,1,282,38,311,172,0,0,54,46,0,12,8,1,1.5,0.91,2,502,0,Florida International,2024
Drake Stoops,Drake-Stoops,https://premium.pff.com/api/v1/players?league=ncaa&id=78087,78087,WR,OKLAHOMA,13,7,3,0,0,0,0,47,2,6,2,31,77,1,2,261,0,7,74.9,63.8,86.1,72.6,44.4,62.6,62.3,62.8,14,1,393,39,343,317,1,1,60,46,0,48,35,4.38,6,1.15,0,684,0,Oklahoma,2023
Malik Knowles,Malik-Knowles,https://premium.pff.com/api/v1/players?league=ncaa&id=78141,78141,WR,KANSAS ST,14,8,4,3,87.8,144,0,164,2,14,4,55,221,3,5,199,2,6,40.6,75.6,70.1,72.6,67.7,72.1,88.3,68.6,75,1,721,48,339,353,0,0,76,56,3,164,55,6.88,20.5,2.13,0,708,0,Kansas State,2023
Isaiah Woullard,Isaiah-Woullard,https://premium.pff.com/api/v1/players?league=ncaa&id=57305,57305,HB,OLE MISS,3,8,1,0,0,0,0,9,0,0,1,16,25,0,0,226,0,2,73.1,55.4,71.1,,,58.1,58.9,46.7,5,0,0,0,2,12,0,0,0,8,0,9,16,2,1.1,0,6,15,1,#N/A,#N/A
Harlan Dixon,Harlan-Dixon,https://premium.pff.com/api/v1/players?league=ncaa&id=122669,122669,HB,LA TECH,1,8,1,0,0,0,0,36,0,0,1,20,27.8,0,1,208,0,0,72,68.6,73.4,,83.8,70.7,65.7,60,8,0,16,1,7,11,0,0,2,9,0,36,20,2.5,4.5,2.29,8,23,0,Louisiana Tech,2025
Smoke Harris,Smoke-Harris,https://premium.pff.com/api/v1/players?league=ncaa&id=78918,78918,WR,LA TECH,12,8,0,0,0,0,0,-1,10,25,0,-1,-4.2,1,1,208,1,5,71.3,63.3,43,,68.1,65.5,54.4,53,12,2,620,66,369,230,0,0,98,74,0,-1,-1,-0.13,-0.1,1.68,0,625,0,Louisiana Tech,2023
Jesiah Irish,Jesiah-Irish,https://premium.pff.com/api/v1/players?league=ncaa&id=84371,84371,WR,OREGON ST,13,8,5,0,0,0,0,44,0,0,5,37,210.2,2,3,265,0,1,77.1,74,76.7,,,70.4,71.7,56.8,14,0,46,3,25,38,0,0,6,11,0,44,37,4.63,5.5,1.84,0,63,0,Oregon State,2023
Lucas Barisas,Lucas-Barisas,https://premium.pff.com/api/v1/players?league=ncaa&id=155283,155283,HB,TULANE,2,8,1,0,0,0,0,41,0,0,1,13,20.3,1,3,319,0,0,71.9,73.1,72.7,,71.5,57.9,71.5,60,13,0,0,0,3,9,0,0,0,8,0,41,13,1.63,5.1,0,7,13,0,Tulane,2025
Artur Sitkowski,Artur-Sitkowski,https://premium.pff.com/api/v1/players?league=ncaa&id=83547,83547,QB,ILLINOIS,3,7,1,0,0,0,0,15,0,0,1,17,34.7,1,1,187,1,0,71,61.6,77.8,56.1,,,66.2,60.1,11,1,0,0,0,55,0,1,0,7,0,15,17,2.13,1.9,,1,82,0,Illinois,2024
Damien Taylor,Damien-Taylor,https://premium.pff.com/api/v1/players?league=ncaa&id=147252,147252,FB,TROY,7,8,1,0,0,0,0,30,0,0,1,25,39.1,0,2,318,0,2,71.9,63.6,76.6,,8.2,56.4,68.1,58.1,9,0,0,0,6,28,0,0,0,8,1,30,25,3.13,3.8,0,6,36,0,Troy,2025
BJ Harris,BJ-Harris,https://premium.pff.com/api/v1/players?league=ncaa&id=146874,146874,HB,MISSOURI,6,8,4,0,0,0,0,32,1,0,4,23,143.8,1,2,229,0,5,72.4,56.2,74.5,,4.5,36.3,66.8,60,14,0,0,0,9,9,0,0,1,8,1,32,23,2.88,4,0,3,21,0,Missouri,2025
Kyle Crum,Kyle-Crum,https://premium.pff.com/api/v1/players?league=ncaa&id=158784,158784,QB,S DIEGO ST,3,7,0,0,0,0,0,24,0,0,0,12,0,0,1,284,2,2,20,28.2,20,26.9,,,58.3,60,9,1,0,0,0,32,3,1,0,7,0,27,13,1.63,3.4,,5,56,0,San Diego State,2026
Kiael Kelly,Kiael-Kelly,https://premium.pff.com/api/v1/players?league=ncaa&id=145634,145634,QB,BALL ST,1,8,4,2,68.7,57,0,83,0,0,4,53,331.3,3,4,117,0,6,71.9,92,72,60.4,,,84,60,40,0,0,0,0,17,0,0,0,8,0,83,53,6.63,10.4,,2,18,0,Ball State,2025
Jonzell Norrils,Jonzell-Norrils,https://premium.pff.com/api/v1/players?league=ncaa&id=130308,130308,HB,AKRON,6,8,1,0,0,0,0,26,0,0,1,25,31.3,0,1,102,0,5,72.1,58.1,75.6,,9.8,58.5,66.1,47.5,8,0,12,2,32,10,0,0,2,10,0,26,25,3.13,3.3,0.38,3,46,1,#N/A,#N/A
Christian Grubb,Christian-Grubb,https://premium.pff.com/api/v1/players?league=ncaa&id=100596,100596,HB,UCLA,2,8,0,1,36.8,21,0,57,0,0,0,20,0,1,3,324,0,3,72.5,80.4,71.1,,,,76.1,,21,0,0,0,0,9,0,0,0,8,1,57,20,2.5,7.1,,5,#N/A,1,#N/A,#N/A
Juwuan Price,Juwuan-Price,https://premium.pff.com/api/v1/players?league=ncaa&id=97204,97204,HB,SYRACUSE,3,8,1,1,46.2,18,0,39,0,0,1,26,40.6,1,3,304,0,5,71.9,63.7,72.7,,,58.8,63.6,59.2,18,0,0,0,2,15,0,0,0,8,0,39,26,3.25,4.9,0,3,17,0,Syracuse,2024
A'Varius Sparrow,A'Varius-Sparrow,https://premium.pff.com/api/v1/players?league=ncaa&id=123433,123433,HB,MIDDLE TN,3,8,3,0,0,0,0,18,0,0,3,19,54.8,0,0,224,0,1,72.4,58.8,75.9,,58.2,62.9,57.3,58.3,7,0,46,5,18,10,0,0,5,13,0,18,19,2.38,2.3,2.56,7,36,0,Middle Tennessee,2025
Jimmy Horn Jr.,Jimmy-Horn-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=144483,144483,WR,USF,11,8,1,1,69.6,55,0,79,4,10,1,19,56.8,3,3,327,0,2,76.4,75.6,84.8,,,75.2,70.5,60.1,55,2,565,38,249,222,0,0,60,46,1,79,19,2.38,9.9,2.27,1,485,2,Colorado,2025
Dajon Richard,Dajon-Richard,https://premium.pff.com/api/v1/players?league=ncaa&id=97174,97174,HB,SO MISS,5,8,1,0,0,0,0,15,0,0,1,21,32.8,0,1,296,1,4,21.8,46.3,74.2,,72.7,57.3,50.1,48.2,9,0,0,0,4,15,0,0,0,8,0,15,21,2.63,1.9,0,4,20,0,Southern Mississippi,2025
Ben Jefferson,Ben-Jefferson,https://premium.pff.com/api/v1/players?league=ncaa&id=131510,131510,WR,AIR FORCE,13,8,2,1,71.6,48,1,67,0,0,2,26,72.2,1,2,101,0,1,72.5,63,0,,,52.3,64.4,73.7,48,6,17,1,39,482,0,0,4,9,0,67,26,3.25,8.4,0.44,2,523,0,Air Force,2023
Malik Washington,Malik-Washington,https://premium.pff.com/api/v1/players?league=ncaa&id=97108,97108,WR,NWESTERN,12,7,2,0,0,0,0,16,1,24,1,9,44.6,1,1,256,2,4,34.7,71.1,68.8,58.9,,73.2,56.1,53.8,10,1,701,65,389,312,0,1,101,72,0,16,14,1.75,2,1.8,1,718,2,Virginia,2024
Kyron Drones,Kyron-Drones,https://premium.pff.com/api/v1/players?league=ncaa&id=144506,144506,QB,BAYLOR,5,5,1,0,0,0,0,16,0,0,0,8,0,1,3,118,0,2,70.6,72.2,76.8,73.6,,,60,60,17,0,0,0,0,40,33,3,0,5,2,49,25,3.13,6.1,,3,67,2,Virginia Tech,2025
Mycah Pittman,Mycah-Pittman,https://premium.pff.com/api/v1/players?league=ncaa&id=97270,97270,WR,FLORIDA ST,13,7,2,1,42.9,15,1,35,0,8,2,24,87.9,1,1,167,0,1,85.7,68.4,29.3,,,70.8,61.2,53.8,15,3,330,32,249,191,0,0,48,39,0,35,24,3.43,5,1.33,1,462,2,Utah,2024
Demario Douglas,Demario-Douglas,https://premium.pff.com/api/v1/players?league=ncaa&id=104155,104155,WR,LIBERTY,13,7,0,2,93.6,103,0,110,4,20,0,12,41.3,2,2,206,0,1,72.6,83.4,86.2,,,85,72.8,56.3,75,0,996,76,387,250,0,0,112,83,1,110,12,1.71,15.7,2.57,0,664,0,Liberty,2023
Jordan Brunson,Jordan-Brunson,https://premium.pff.com/api/v1/players?league=ncaa&id=123342,123342,HB,MIAMI OH,2,7,0,0,0,0,0,15,0,0,0,18,0,0,1,221,0,1,71.3,55.5,72.8,,67.5,56.5,56,60,5,0,0,0,6,8,0,0,0,7,0,15,18,2.57,2.1,0,6,15,0,Miami (OH),2026
Bugs Mortimer,Bugs-Mortimer,https://premium.pff.com/api/v1/players?league=ncaa&id=168428,168428,WR,LA MONROE,10,7,3,2,77.5,93,0,120,2,2,3,33,107.1,3,3,209,1,0,28.5,60.6,81.4,,64.4,59.8,61.7,60.9,69,0,86,15,100,67,0,0,20,22,0,120,33,4.71,17.1,0.86,0,175,0,Louisiana Monroe,2026
Preston Rice,Preston-Rice,https://premium.pff.com/api/v1/players?league=ncaa&id=60469,60469,QB,MIDDLE TN,3,7,0,0,0,0,0,5,0,0,0,9,0,0,0,224,0,4,71.2,57.8,72.2,60.4,,,57.4,60,7,0,0,0,0,17,0,0,0,7,0,5,9,1.29,0.7,,2,18,0,Middle Tennessee,2023
John Mateer,John-Mateer,https://premium.pff.com/api/v1/players?league=ncaa&id=158516,158516,QB,WASH STATE,1,7,1,2,110.4,53,0,48,0,0,1,29,59.2,2,3,341,0,1,71.2,80.1,71,59.7,,,74.4,60,37,0,0,0,0,11,0,0,0,7,0,48,29,4.14,6.9,,3,13,0,Washington State,2026
Tyler Jordan,Tyler-Jordan,https://premium.pff.com/api/v1/players?league=ncaa&id=158354,158354,HB,GA SOUTHRN,3,7,1,0,0,0,0,7,0,0,1,11,22.4,0,3,174,0,3,71.6,70,73.7,,79.9,55.3,69.8,60,3,0,0,0,6,8,0,0,1,7,2,7,11,1.57,1,0,4,24,0,Georgia Southern,2023
Kevin Jennings,Kevin-Jennings,https://premium.pff.com/api/v1/players?league=ncaa&id=158272,158272,QB,SMU,4,5,3,0,0,0,0,-3,0,0,1,7,28,0,1,287,1,0,29.7,64.3,77.1,70,,,49.2,60,5,0,0,0,0,45,5,2,0,5,0,2,22,3.14,0.3,,2,72,0,SMU,2026
Gavin Freeman,Gavin-Freeman,https://premium.pff.com/api/v1/players?league=ncaa&id=158078,158078,WR,OKLAHOMA,11,7,5,1,64.8,46,0,71,0,0,5,54,385.7,1,1,261,0,5,71.3,76.8,77,,,63.1,81.8,77.7,46,0,46,3,20,45,0,0,5,10,1,71,54,7.71,10.1,2.3,0,66,0,Oklahoma,2026
Nevan Cremascoli,Nevan-Cremascoli,https://premium.pff.com/api/v1/players?league=ncaa&id=158044,158044,QB,N ILLINOIS,4,1,1,0,0,0,0,-1,0,0,0,0,0,1,3,254,1,0,54.8,42.4,82,38.5,,89.2,59.2,60.2,10,1,0,0,0,104,30,6,0,1,0,29,19,2.71,4.1,,0,220,0,Northern Illinois,2026
Mark Scott,Mark-Scott,https://premium.pff.com/api/v1/players?league=ncaa&id=157945,157945,HB,BUFFALO,2,7,0,0,0,0,0,22,0,0,0,10,0,1,1,126,0,4,71.3,55.8,72,,31.9,58,57.4,60,13,0,0,0,3,9,0,0,0,7,0,22,10,1.43,3.1,0,3,14,0,Buffalo,2026
Ladd McConkey,Ladd-McConkey,https://premium.pff.com/api/v1/players?league=ncaa&id=124030,124030,WR,GEORGIA,15,7,5,1,52.2,70,1,134,6,15,5,84,369.2,4,6,173,1,0,70.8,77.4,45.6,,60.9,74.5,88.1,73.4,70,2,762,58,352,260,0,0,82,65,2,134,84,12,19.1,2.16,0,626,0,Georgia,2024
Devin Gardner,Devin-Gardner,https://premium.pff.com/api/v1/players?league=ncaa&id=157415,157415,HB,NC STATE,2,7,0,0,0,0,0,14,0,0,0,11,0,0,2,248,0,1,71.3,60.4,72.7,,,57.2,60.8,60,4,0,0,0,4,8,0,0,0,7,0,14,11,1.57,2,0,6,12,0,NC State,2026
Trey Blair,Trey-Blair,https://premium.pff.com/api/v1/players?league=ncaa&id=125318,125318,HB,TEMPLE,3,7,1,0,0,0,0,26,0,1,1,21,66.7,0,1,306,0,4,71.8,67.6,75,,66.6,67.2,67.1,58.5,6,0,13,2,15,11,0,0,2,9,0,26,21,3,3.7,0.87,3,35,1,#N/A,#N/A
Tavorus Jones,Tavorus-Jones,https://premium.pff.com/api/v1/players?league=ncaa&id=157157,157157,HB,MISSOURI,3,7,1,0,0,0,0,25,0,0,1,21,33.3,2,1,229,1,2,22.2,52.6,73.3,,72.2,83.3,47.5,60,11,0,36,2,5,8,0,0,2,9,0,25,21,3,3.6,7.2,5,16,0,Missouri,2026
DJ Riles,DJ-Riles,https://premium.pff.com/api/v1/players?league=ncaa&id=156596,156596,QB,MIDDLE TN,4,7,0,1,84.2,16,0,19,0,0,0,14,0,1,1,224,0,6,71.1,67.2,75.9,,76.2,70.3,63,60,16,0,19,4,17,12,0,0,5,11,0,19,14,2,2.7,1.12,0,33,0,Middle Tennessee,2026
Domonique Thomas,Domonique-Thomas,https://premium.pff.com/api/v1/players?league=ncaa&id=156226,156226,HB,CLEMSON,4,7,0,0,0,0,0,31,0,0,0,15,0,0,1,140,0,5,71.3,69.4,75.3,,75.5,54.9,70.4,60,8,0,0,0,8,8,0,0,0,7,0,31,15,2.14,4.4,0,2,21,0,Clemson,2025
Billy Atkins,Billy-Atkins,https://premium.pff.com/api/v1/players?league=ncaa&id=148354,148354,QB,JAMES MAD,5,6,0,0,0,0,0,16,0,0,0,5,0,3,3,197,1,1,43.9,32.8,78.8,29.1,,,64.5,60,12,0,0,0,0,60,10,1,0,6,0,26,6,0.86,3.7,,4,113,0,James Madison,2025
Mitchell Evans,Mitchell-Evans,https://premium.pff.com/api/v1/players?league=ncaa&id=147486,147486,TE,NOTRE DAME,8,7,0,0,0,0,0,11,0,1,0,5,7.1,0,6,258,0,0,71.6,65.6,83.5,,45.8,46.2,81.5,70.3,4,1,39,3,99,212,0,0,7,10,1,11,5,0.71,1.6,0.39,0,326,0,Notre Dame,2025
Jack Tuttle,Jack-Tuttle,https://premium.pff.com/api/v1/players?league=ncaa&id=83580,83580,QB,INDIANA,1,3,1,1,45.5,15,0,8,0,0,1,9,100,1,2,190,0,1,69.1,68.8,73.5,73.4,,,58.3,60,15,0,0,0,0,8,25,4,0,3,0,33,22,3.14,4.7,,1,27,2,Michigan,2024
Bobby Wooden,Bobby-Wooden,https://premium.pff.com/api/v1/players?league=ncaa&id=128288,128288,WR,NEW MEXICO,8,7,1,1,24.2,15,0,62,1,0,1,15,16.5,2,3,241,0,5,71.4,60.1,79.6,,,57.4,63.5,60.5,15,0,30,6,36,32,0,0,9,13,0,62,15,2.14,8.9,0.83,1,68,0,New Mexico,2024
J.J. Jernighan,J.J.-Jernighan,https://premium.pff.com/api/v1/players?league=ncaa&id=124175,124175,HB,MISS STATE,5,7,1,0,0,0,0,31,0,0,1,22,26.2,0,2,227,0,1,71.9,67.5,76.7,,72.9,61.8,73.3,60,7,0,17,5,44,9,0,0,6,12,0,31,22,3.14,4.4,0.39,6,59,0,Mississippi State,2024
Trey Lowe,Trey-Lowe,https://premium.pff.com/api/v1/players?league=ncaa&id=84501,84501,HB,OREGON ST,4,7,0,1,46.9,15,0,32,0,0,0,18,0,1,3,265,0,2,71.8,63.6,76.7,,38.5,61.1,65.6,59.8,15,0,46,2,24,11,0,0,3,9,0,32,18,2.57,4.6,1.92,5,41,0,Oregon State,2023
Chad Alexander,Chad-Alexander,https://premium.pff.com/api/v1/players?league=ncaa&id=97065,97065,HB,NEW MEXICO,3,7,2,0,0,0,0,16,0,0,2,10,35.7,0,1,241,0,4,71.4,61.6,75.8,,85.1,59.5,57,68.5,5,0,1,1,10,16,0,0,1,8,0,16,10,1.43,2.3,0.1,3,34,1,#N/A,#N/A
DeaJaun McDougle,DeaJaun-McDougle,https://premium.pff.com/api/v1/players?league=ncaa&id=129524,129524,WR,TULANE,10,7,3,1,39,16,0,41,5,1,3,24,44.2,2,3,319,0,4,73,58.8,44.6,,,58.8,73.9,44.5,16,1,242,24,150,131,0,0,40,31,1,41,24,3.43,5.9,1.61,0,288,1,#N/A,#N/A
Ahmarean Brown,Ahmarean-Brown,https://premium.pff.com/api/v1/players?league=ncaa&id=97164,97164,WR,S CAROLINA,13,7,0,1,72.3,34,0,47,0,2,0,31,29.5,1,1,289,2,4,41.1,55.6,85.2,,65.7,54.9,69,48.6,34,0,185,23,275,113,0,0,30,30,0,47,31,4.43,6.7,0.67,0,401,0,South Carolina,2023
Cole Kramer,Cole-Kramer,https://premium.pff.com/api/v1/players?league=ncaa&id=101627,101627,QB,MINNESOTA,8,7,0,0,0,0,0,25,0,0,0,9,0,1,4,225,0,3,71,71.3,75,63.3,,,68.9,60.1,11,0,0,0,0,31,0,0,0,7,0,25,9,1.29,3.6,,1,39,0,Minnesota,2023
Mason Fakahua,Mason-Fakahua,https://premium.pff.com/api/v1/players?league=ncaa&id=122058,122058,HB,BYU,5,7,0,0,0,0,0,14,0,0,0,13,0,0,2,128,0,0,71.3,64.5,74,,,54.8,66.9,57.9,5,0,0,0,8,15,0,0,2,7,0,14,13,1.86,2,0,7,23,0,BYU,2025
Devyn Ford,Devyn-Ford,https://premium.pff.com/api/v1/players?league=ncaa&id=97305,97305,HB,PENN STATE,4,7,0,1,81.1,30,0,37,0,0,0,7,0,1,1,266,0,2,72.1,59.2,76.2,,67.5,62.3,56.3,60,30,0,31,5,26,12,0,0,5,12,0,37,7,1,5.3,1.19,5,41,1,#N/A,#N/A
Sevaughn Clark,Sevaughn-Clark,https://premium.pff.com/api/v1/players?league=ncaa&id=99159,99159,HB,GEORGIA,4,7,0,1,40.9,18,0,44,0,1,0,11,19.6,1,2,173,0,2,71.4,75.5,73.2,,72.6,65.7,73,59.9,18,0,4,1,1,11,0,0,1,8,0,44,11,1.57,6.3,4,5,13,0,Georgia,2024
Tayvion Robinson,Tayvion-Robinson,https://premium.pff.com/api/v1/players?league=ncaa&id=99693,99693,WR,KENTUCKY,11,7,1,0,0,0,0,33,2,11,1,31,110.7,1,2,202,1,1,66.8,69.4,86.1,,,68.5,70.1,61.9,12,0,502,41,279,198,0,0,51,48,0,33,31,4.43,4.7,1.8,4,487,0,Kentucky,2024
Monaray Baldwin,Monaray-Baldwin,https://premium.pff.com/api/v1/players?league=ncaa&id=144520,144520,WR,BAYLOR,11,7,2,2,98.6,70,0,71,5,5,2,19,47.5,2,2,118,0,1,78.2,74.7,83.9,,,74,68.3,57.8,50,0,565,33,217,89,0,0,51,40,1,71,19,2.71,10.1,2.6,0,313,0,Baylor,2025
Dylan Morris,Dylan-Morris,https://premium.pff.com/api/v1/players?league=ncaa&id=100570,100570,QB,WASHINGTON,5,4,1,0,0,0,0,-3,0,0,0,0,0,1,2,340,0,1,69.7,73.7,75.2,72.1,,,64.3,60,23,0,0,0,0,25,32,3,0,4,0,29,33,4.71,4.1,,0,45,0,Washington,2025
Ricky Pearsall,Ricky-Pearsall,https://premium.pff.com/api/v1/players?league=ncaa&id=100660,100660,WR,FLORIDA,13,7,2,3,104.7,111,0,106,1,1,2,32,33.4,3,3,163,0,5,77.2,80.4,86.4,,,79.7,74.9,64.5,76,0,669,34,277,231,0,0,59,41,1,106,32,4.57,15.1,2.42,0,521,0,Florida,2024
Jaylen Jennings,Jaylen-Jennings,https://premium.pff.com/api/v1/players?league=ncaa&id=163107,163107,HB,BOWL GREEN,1,6,0,0,0,0,0,28,0,0,0,15,0,0,1,122,0,2,70.5,68.3,69.1,,,,66.5,,8,0,0,0,0,6,0,0,0,6,0,28,15,2.5,4.7,,4,#N/A,0,Bowling Green,2026
Drew Carter,Drew-Carter,https://premium.pff.com/api/v1/players?league=ncaa&id=146312,146312,QB,COLORADO,3,3,1,0,0,0,0,-6,0,0,0,0,0,2,1,143,2,1,20.8,36.5,71.8,30.5,,,55.4,60,18,0,0,0,0,7,37,3,0,3,0,31,25,4.17,5.2,,1,16,1,#N/A,#N/A
Brandon Epton Jr.,Brandon-Epton-Jr.,https://premium.pff.com/api/v1/players?league=ncaa&id=144359,144359,HB,SMU,2,6,0,0,0,0,0,14,0,0,0,13,0,0,0,287,0,0,70.9,55.5,68.5,,,60,56.4,,6,0,0,0,1,6,0,0,0,6,0,14,13,2.17,2.3,0,6,#N/A,0,SMU,2025
