TEAM,TAN Rating,SP+ Rating,Opponent,TAN Rating,SP+ Rating,Home/Away,Conference,TAN Spread,SP+ Spread,TAN WIN%,SP+ WIN%
Fresno State,72.4,10.5,Cal Poly,34.5,-36,H,,-40.6,-49,1,1
Fresno State,72.4,10.5,Oregon State,75.5,8,H,,0.3,-5,0.5,0.64
Fresno State,72.4,10.5,USC,75.3,3.1,A,,5.6,-4.9,0.35,0.64
Fresno State,72.4,10.5,Connecticut,51.2,-20.6,A,,-20.1,-28.6,0.99,1
Fresno State,72.4,10.5,Boise State,71.9,8.5,A,c,1.5,0.5,0.48,0.5
Fresno State,72.4,10.5,Hawai'i,53.9,-16.5,H,c,-21.2,-29.5,1,1
Fresno State,72.4,10.5,San Diego State,62.3,1.8,H,c,-12.8,-11.2,0.83,0.8
Fresno State,72.4,10.5,San Jose State,71.5,-6.3,H,c,-3.6,-19.3,0.61,0.98
Fresno State,72.4,10.5,Wyoming,61.9,-3.4,H,c,-13.2,-16.4,0.83,0.89
Fresno State,72.4,10.5,Nevada,61,-15.5,A,c,-8.4,-23.5,0.74,1
Fresno State,72.4,10.5,New Mexico,40,-19.3,A,c,-31,-27.3,1,1
Fresno State,72.4,10.5,UNLV,58.8,-10,A,c,-11.6,-18,0.81,0.95
Georgia,92,28.7,Oregon,83.8,12.3,N,,-8.1,-18.9,0.74,0.97
Georgia,92,28.7,Samford,47,-23.5,H,,-47.2,-54.7,1,1
Georgia,92,28.7,South Carolina,63.7,7.2,A,c,-25.9,-19,1,0.97
Georgia,92,28.7,Kent State,53.2,-10,H,,-41,-41.2,1,1
Georgia,92,28.7,Missouri,61,5.3,A,c,-27.8,-20.9,1,1
Georgia,92,28.7,Auburn,77.4,13.2,H,c,-16.8,-18,0.91,0.95
Georgia,92,28.7,Vanderbilt,55.2,-12.1,H,c,-39,-43.3,1,1
Georgia,92,28.7,Florida,84.1,15,N,c,-7.9,-16.2,0.74,0.89
Georgia,92,28.7,Tennessee,80.8,18.7,H,c,-13.4,-12.5,0.84,0.83
Georgia,92,28.7,Mississippi State,78.6,16.8,A,c,-10,-9.4,0.77,0.76
Georgia,92,28.7,Kentucky,81.4,14.5,A,c,-8.2,-11.7,0.74,0.81
Georgia,92,28.7,Georgia Tech,71.1,-4.7,H,,-23.1,-35.9,1,1
Georgia Southern,59.1,-8.8,Morgan State,23.5,-47,H,,-39.3,-40.7,1,1
Georgia Southern,59.1,-8.8,Nebraska,83.9,11.7,A,,26.1,23,0,0
Georgia Southern,59.1,-8.8,UAB,71.1,4.8,A,,15.7,16.1,0.12,0.11
Georgia Southern,59.1,-8.8,Ball State,52.4,-18.9,H,,-10.4,-12.6,0.79,0.83
Georgia Southern,59.1,-8.8,Coastal Carolina,70.5,0.6,A,c,13,11.9,0.17,0.18
Georgia Southern,59.1,-8.8,Troy,75.7,-4.9,H,c,12.8,1.4,0.17,0.48
Georgia Southern,59.1,-8.8,Appalachian State,75.2,4.2,H,c,12.3,10.5,0.18,0.21
Georgia Southern,59.1,-8.8,Louisiana Monroe,51.3,-21.2,H,c,-11.5,-14.9,0.81,0.88
Georgia Southern,59.1,-8.8,Texas State,64.2,-14.3,H,c,1.3,-8,0.48,0.74
Georgia Southern,59.1,-8.8,Georgia State,67.9,0.1,A,c,10.9,11.4,0.2,0.19
Georgia Southern,59.1,-8.8,Arkansas State,54.8,-15.7,A,c,-1,-4.4,0.51,0.63
Georgia Southern,59.1,-8.8,Louisiana,64.9,0.7,A,c,8.2,12,0.26,0.18
Georgia State,67.9,0.1,South Carolina,63.7,7.2,A,,-1.8,9.6,0.53,0.23
Georgia State,67.9,0.1,North Carolina,82.2,10.1,H,,12.1,7.5,0.18,0.26
Georgia State,67.9,0.1,Charlotte,56.2,-11,H,,-13.8,-13.6,0.85,0.84
Georgia State,67.9,0.1,Army,66.2,-0.8,A,,0.9,1.6,0.49,0.48
Georgia State,67.9,0.1,Appalachian State,75.2,4.2,A,c,9.1,6.6,0.24,0.32
Georgia State,67.9,0.1,Coastal Carolina,70.5,0.6,H,c,0.4,-2,0.5,0.53
Georgia State,67.9,0.1,Georgia Southern,59.1,-8.8,H,c,-10.9,-11.4,0.8,0.81
Georgia State,67.9,0.1,Louisiana,64.9,0.7,H,c,-5.1,-1.9,0.64,0.53
Georgia State,67.9,0.1,South Alabama,63,-9.6,H,c,-7,-12.2,0.7,0.82
Georgia State,67.9,0.1,Troy,75.7,-4.9,A,c,9,-2.5,0.24,0.54
Georgia State,67.9,0.1,Arkansas State,54.8,-15.7,A,c,-9.8,-13.3,0.77,0.84
Georgia State,67.9,0.1,Texas State,64.2,-14.3,A,c,-1.7,-11.9,0.52,0.82
Georgia Tech,71.1,-4.7,Clemson,96.7,21,N,c,25.6,23.2,0,0
Georgia Tech,71.1,-4.7,Western Carolina,43.5,-27,H,,-29.6,-24.8,1,1
Georgia Tech,71.1,-4.7,Ole Miss,74.8,14.4,H,,1.6,16.6,0.48,0.1
Georgia Tech,71.1,-4.7,UCF,77.6,11,A,,9.5,18.2,0.23,0.05
Georgia Tech,71.1,-4.7,Pittsburgh,90.9,16.2,A,c,21.9,23.4,0,0
Georgia Tech,71.1,-4.7,Duke,54.6,-13.7,H,c,-18.5,-11.5,0.96,0.81
Georgia Tech,71.1,-4.7,Virginia,76.5,3.3,H,c,3.3,5.5,0.39,0.35
Georgia Tech,71.1,-4.7,Florida State,87,13.4,A,c,18.1,20.6,0.05,0.01
Georgia Tech,71.1,-4.7,Virginia Tech,84.2,4.3,A,c,14.9,11.5,0.13,0.19
Georgia Tech,71.1,-4.7,Miami,91.9,14.6,H,c,18.7,16.8,0.04,0.08
Georgia Tech,71.1,-4.7,North Carolina,82.2,10.1,A,c,14.2,17.3,0.15,0.06
Georgia Tech,71.1,-4.7,Georgia,92,28.7,A,,23.1,35.9,0,0
Hawai'i,53.9,-16.5,Vanderbilt,55.2,-12.1,H,,0,1.9,0.5,0.47
Hawai'i,53.9,-16.5,Western Kentucky,65.9,-6.4,H,,10.7,7.6,0.21,0.26
Hawai'i,53.9,-16.5,Duquesne,38,-32.5,H,,-17.1,-18.5,0.91,0.96
Hawai'i,53.9,-16.5,New Mexico State,40.4,-26.2,A,,-11.4,-7.2,0.81,0.7
Hawai'i,53.9,-16.5,Colorado State,56.6,-3.8,A,c,5.9,15.2,0.34,0.13
Hawai'i,53.9,-16.5,Fresno State,72.4,10.5,A,c,21.2,29.5,0,0
Hawai'i,53.9,-16.5,Nevada,61,-15.5,H,c,5.8,-1.5,0.34,0.52
Hawai'i,53.9,-16.5,UNLV,58.8,-10,H,c,3.6,4,0.39,0.38
Hawai'i,53.9,-16.5,Utah State,62,-4.6,H,c,6.8,9.4,0.3,0.23
Hawai'i,53.9,-16.5,Wyoming,61.9,-3.4,H,c,6.7,10.6,0.32,0.21
Hawai'i,53.9,-16.5,San Diego State,62.3,1.8,A,c,10.5,20.8,0.21,0.01
Hawai'i,53.9,-16.5,San Jose State,71.5,-6.3,A,c,20.5,12.7,0.01,0.18
Hawai'i,53.9,-16.5,Michigan,86.2,21.5,A,,35.2,40.5,0,0
Houston,81.1,11.5,UT San Antonio,56.7,5,A,,-22.7,-4,1,0.62
Houston,81.1,11.5,Texas Tech,72.4,6.4,A,,-5.4,-2.6,0.65,0.54
Houston,81.1,11.5,Kansas,64,-12.2,H,,-19.5,-26.2,0.98,1
Houston,81.1,11.5,Rice,51.7,-19.2,H,,-31.8,-33.2,1,1
Houston,81.1,11.5,Tulane,76.4,0.9,H,c,-7.1,-13.1,0.7,0.83
Houston,81.1,11.5,Memphis,69.3,4,A,c,-8.6,-5,0.74,0.64
Houston,81.1,11.5,Navy,65,-12.7,A,c,-12.8,-21.7,0.83,1
Houston,81.1,11.5,South Florida,61.9,-5.4,H,c,-21.6,-19.4,1,0.98
Houston,81.1,11.5,SMU,77.6,10.5,A,c,-0.4,1.5,0.5,0.48
Houston,81.1,11.5,Temple,49.3,-14.9,H,c,-34.2,-28.9,1,1
Houston,81.1,11.5,East Carolina,74.2,-1.8,A,c,-4.9,-10.8,0.64,0.8
Houston,81.1,11.5,Tulsa,63.3,-1.9,H,c,-20.2,-15.9,0.99,0.89
Illinois,67.8,-2.2,Wyoming,61.9,-3.4,H,,-7.9,-3.7,0.74,0.61
Illinois,67.8,-2.2,Indiana,63.5,-0.5,A,c,-1.4,4.2,0.52,0.38
Illinois,67.8,-2.2,Virginia,76.5,3.3,H,,6.6,3,0.32,0.43
Illinois,67.8,-2.2,Chattanooga,55,-15.5,H,,-14.8,-15.8,0.88,0.89
Illinois,67.8,-2.2,Wisconsin,84.3,17.7,A,c,18.8,22.4,0.03,0
Illinois,67.8,-2.2,Iowa,87.7,13.1,H,c,17.8,12.8,0.05,0.17
Illinois,67.8,-2.2,Minnesota,80.6,14.6,H,c,10.7,14.3,0.21,0.14
Illinois,67.8,-2.2,Nebraska,83.9,11.7,A,c,17.4,16.4,0.06,0.1
Illinois,67.8,-2.2,Michigan State,81.8,15.3,H,c,11.9,15,0.18,0.13
Illinois,67.8,-2.2,Purdue,80.1,12.8,H,c,10.2,12.5,0.22,0.18
Illinois,67.8,-2.2,Michigan,86.2,21.5,A,c,21.3,26.2,0,0
Illinois,67.8,-2.2,Northwestern,71.3,-4.2,A,c,5.3,0.5,0.35,0.5
Indiana,63.5,-0.5,Illinois,67.8,-2.2,H,c,1.4,-4.2,0.48,0.62
Indiana,63.5,-0.5,Idaho,46,-24.5,H,,-20.3,-26.5,0.99,1
Indiana,63.5,-0.5,Western Kentucky,65.9,-6.4,H,,-0.4,-8.4,0.5,0.74
Indiana,63.5,-0.5,Cincinnati,87.1,17.2,A,,26.4,20.2,0,0.01
Indiana,63.5,-0.5,Nebraska,83.9,11.7,A,c,21.7,14.7,0,0.14
Indiana,63.5,-0.5,Michigan,86.2,21.5,H,c,19.8,19.5,0.01,0.02
Indiana,63.5,-0.5,Maryland,75.3,10,H,c,8.9,8,0.24,0.26
Indiana,63.5,-0.5,Rutgers,71.8,-0.3,A,c,10.4,2.7,0.21,0.46
Indiana,63.5,-0.5,Penn State,85.7,15.9,H,c,19.3,13.9,0.02,0.15
Indiana,63.5,-0.5,Ohio State,109.2,30.8,A,c,48.1,33.8,0,0
Indiana,63.5,-0.5,Michigan State,81.8,15.3,A,c,19.3,18.3,0.02,0.04
Indiana,63.5,-0.5,Purdue,80.1,12.8,H,c,13.7,10.8,0.16,0.2
Iowa,87.7,13.1,South Dakota State,70,-0.5,H,,-19.9,-16.1,0.99,0.89
Iowa,87.7,13.1,Iowa State,76.7,5.8,H,,-13.2,-9.8,0.83,0.77
Iowa,87.7,13.1,Nevada,61,-15.5,H,,-28.9,-31.1,1,1
Iowa,87.7,13.1,Rutgers,71.8,-0.3,A,c,-13.7,-10.9,0.84,0.8
Iowa,87.7,13.1,Michigan,86.2,21.5,H,c,-3.7,5.9,0.61,0.34
Iowa,87.7,13.1,Illinois,67.8,-2.2,A,c,-17.8,-12.8,0.95,0.83
Iowa,87.7,13.1,Ohio State,109.2,30.8,A,c,23.9,20.2,0,0.01
Iowa,87.7,13.1,Northwestern,71.3,-4.2,H,c,-18.6,-19.8,0.96,0.99
Iowa,87.7,13.1,Purdue,80.1,12.8,A,c,-5.7,2.2,0.65,0.47
Iowa,87.7,13.1,Wisconsin,84.3,17.7,H,c,-5.6,2.1,0.65,0.47
Iowa,87.7,13.1,Minnesota,80.6,14.6,A,c,-4,4,0.62,0.38
Iowa,87.7,13.1,Nebraska,83.9,11.7,H,c,-6,-3.9,0.67,0.62
Iowa State,76.7,5.8,SEMO,44.5,-26,H,,-35,-34.3,1,1
Iowa State,76.7,5.8,Iowa,87.7,13.1,A,,13.2,9.8,0.17,0.22
Iowa State,76.7,5.8,Ohio,54.2,-10.1,H,,-25.3,-18.4,1,0.96
Iowa State,76.7,5.8,Baylor,76.2,12.6,H,c,-3.3,4.3,0.61,0.37
Iowa State,76.7,5.8,Kansas,64,-12.2,A,c,-11.2,-15.5,0.8,0.88
Iowa State,76.7,5.8,Kansas State,76.6,9.9,H,c,-2.9,1.6,0.57,0.48
Iowa State,76.7,5.8,Texas,84.8,12.3,A,c,10,9,0.22,0.24
Iowa State,76.7,5.8,Oklahoma,81.6,19.2,H,c,2,10.9,0.47,0.2
Iowa State,76.7,5.8,West Virginia,69.3,5.6,H,c,-10.2,-2.7,0.77,0.54
Iowa State,76.7,5.8,Oklahoma State,82.4,11.4,A,c,8.8,8.1,0.24,0.26
Iowa State,76.7,5.8,Texas Tech,72.4,6.4,H,c,-7.1,-1.9,0.7,0.53
Iowa State,76.7,5.8,TCU,84.2,7.3,A,c,9.2,4,0.24,0.38
Kansas,64,-12.2,Tennessee Tech,31.5,-39,H,,-33.9,-29.3,1,1
Kansas,64,-12.2,West Virginia,69.3,5.6,A,c,8,20.3,0.26,0.01
Kansas,64,-12.2,Houston,81.1,11.5,A,,19.5,26.2,0.02,0
Kansas,64,-12.2,Duke,54.6,-13.7,H,,-10.8,-4,0.8,0.62
Kansas,64,-12.2,Iowa State,76.7,5.8,H,c,11.2,15.5,0.2,0.12
Kansas,64,-12.2,TCU,84.2,7.3,H,c,18.7,17,0.04,0.08
Kansas,64,-12.2,Oklahoma,81.6,19.2,A,c,20.5,33.9,0.01,0
Kansas,64,-12.2,Baylor,76.2,12.6,A,c,15.1,27.3,0.13,0
Kansas,64,-12.2,Oklahoma State,82.4,11.4,H,c,16.9,21.1,0.08,0
Kansas,64,-12.2,Texas Tech,72.4,6.4,A,c,11.6,21.1,0.19,0
Kansas,64,-12.2,Texas,84.8,12.3,H,c,19.3,22,0.02,0
Kansas,64,-12.2,Kansas State,76.6,9.9,A,c,16,24.6,0.11,0
Kansas State,76.6,9.9,South Dakota,59.5,-11,H,,-20.5,-23.4,0.99,1
Kansas State,76.6,9.9,Missouri,61,5.3,H,,-19,-7.1,0.97,0.7
Kansas State,76.6,9.9,Tulane,76.4,0.9,H,,-3.6,-11.5,0.61,0.81
Kansas State,76.6,9.9,Oklahoma,81.6,19.2,A,c,7.9,11.8,0.26,0.18
Kansas State,76.6,9.9,Texas Tech,72.4,6.4,H,c,-7.6,-6,0.73,0.67
Kansas State,76.6,9.9,Iowa State,76.7,5.8,A,c,2.9,-1.6,0.43,0.52
Kansas State,76.6,9.9,TCU,84.2,7.3,A,c,9.3,-0.1,0.23,0.5
Kansas State,76.6,9.9,Oklahoma State,82.4,11.4,H,c,2.3,-1,0.46,0.51
Kansas State,76.6,9.9,Texas,84.8,12.3,H,c,4.7,0,0.37,0.5
Kansas State,76.6,9.9,Baylor,76.2,12.6,A,c,2.5,5.2,0.46,0.36
Kansas State,76.6,9.9,West Virginia,69.3,5.6,A,c,-4.5,-1.8,0.63,0.53
Kansas State,76.6,9.9,Kansas,64,-12.2,H,c,-16,-24.6,0.89,1
Kent State,53.2,-10,Washington,83.3,4.1,A,,32.6,16.6,0,0.1
Kent State,53.2,-10,Oklahoma,81.6,19.2,A,,31.3,31.7,0,0
Kent State,53.2,-10,Long Island,21,-49.5,H,,-34.6,-42,1,1
Kent State,53.2,-10,Georgia,92,28.7,A,,41,41.2,0,0
Kent State,53.2,-10,Ohio,54.2,-10.1,H,c,-1.4,-2.6,0.52,0.54
Kent State,53.2,-10,Miami (OH),67.4,-1.7,A,c,16.8,10.8,0.08,0.2
Kent State,53.2,-10,Toledo,79.8,6,A,c,29.5,18.5,0,0.04
Kent State,53.2,-10,Akron,53.4,-21.2,H,c,-2.2,-13.7,0.53,0.84
Kent State,53.2,-10,Ball State,52.4,-18.9,H,c,-3.2,-11.4,0.57,0.81
Kent State,53.2,-10,Bowling Green,55.5,-7.4,A,c,3.9,5.1,0.38,0.36
Kent State,53.2,-10,Eastern Michigan,66.3,-12,H,c,10.6,-4.5,0.21,0.63
Kent State,53.2,-10,Buffalo,56.1,-9.3,A,c,7.3,3.2,0.26,0.43
Kentucky,81.4,14.5,Miami (OH),67.4,-1.7,H,,-16.3,-18.7,0.89,0.96
Kentucky,81.4,14.5,Florida,84.1,15,A,c,5.1,3,0.36,0.43
Kentucky,81.4,14.5,Youngstown State,52.5,-18,H,,-31.2,-35,1,1
Kentucky,81.4,14.5,Northern Illinois,69.4,-4.1,H,,-14.3,-21.1,0.87,1
Kentucky,81.4,14.5,Ole Miss,74.8,14.4,A,c,-4.3,2.4,0.63,0.46
Kentucky,81.4,14.5,South Carolina,63.7,7.2,H,c,-20,-9.8,0.99,0.77
Kentucky,81.4,14.5,Mississippi State,78.6,16.8,H,c,-5.1,-0.1,0.64,0.5
Kentucky,81.4,14.5,Tennessee,80.8,18.7,A,c,0.8,6.7,0.49,0.32
Kentucky,81.4,14.5,Missouri,61,5.3,A,c,-17.2,-6.7,0.91,0.68
Kentucky,81.4,14.5,Vanderbilt,55.2,-12.1,H,c,-28.5,-29.1,1,1
Kentucky,81.4,14.5,Georgia,92,28.7,H,c,8.2,11.7,0.26,0.19
Kentucky,81.4,14.5,Louisville,83.9,12.7,H,,0.1,-4.3,0.5,0.63
Louisiana,64.9,0.7,Southeastern Louisiana,57.5,-13,H,,-9.8,-16.2,0.77,0.89
Louisiana,64.9,0.7,Eastern Michigan,66.3,-12,H,,-1,-15.2,0.51,0.88
Louisiana,64.9,0.7,Rice,51.7,-19.2,A,,-10.4,-17.4,0.79,0.94
Louisiana,64.9,0.7,Florida State,87,13.4,A,,24.3,15.2,0,0.13
Louisiana,64.9,0.7,Coastal Carolina,70.5,0.6,A,c,7.2,2.4,0.3,0.46
Louisiana,64.9,0.7,Georgia State,67.9,0.1,A,c,5.1,1.9,0.36,0.47
Louisiana,64.9,0.7,South Alabama,63,-9.6,H,c,-4.3,-12.8,0.63,0.83
Louisiana,64.9,0.7,Arkansas State,54.8,-15.7,H,c,-12.5,-18.9,0.83,0.97
Louisiana,64.9,0.7,Georgia Southern,59.1,-8.8,H,c,-8.2,-12,0.74,0.82
Louisiana,64.9,0.7,Troy,75.7,-4.9,H,c,8.3,-8.1,0.25,0.74
Louisiana,64.9,0.7,Louisiana Monroe,51.3,-21.2,A,c,-13,-19.4,0.83,0.98
Louisiana,64.9,0.7,Texas State,64.2,-14.3,A,c,1.2,-12.5,0.49,0.83
Louisiana Tech,65,-12.1,Missouri,61,5.3,A,,-0.8,19.9,0.51,0.01
Louisiana Tech,65,-12.1,Stephen F. Austin,56,-14.5,H,,-11.2,-4.9,0.8,0.64
Louisiana Tech,65,-12.1,Clemson,96.7,21,A,,34.2,35.6,0,0
Louisiana Tech,65,-12.1,South Alabama,63,-9.6,A,,0,5,0.5,0.36
Louisiana Tech,65,-12.1,UTEP,58,-7.9,H,c,-9.2,1.7,0.75,0.48
Louisiana Tech,65,-12.1,UAB,71.1,4.8,H,c,3.8,14.4,0.38,0.14
Louisiana Tech,65,-12.1,UT San Antonio,56.7,5,A,c,-6.6,19.6,0.68,0.02
Louisiana Tech,65,-12.1,Charlotte,56.2,-11,A,c,-6.4,3.6,0.68,0.39
Louisiana Tech,65,-12.1,Rice,51.7,-19.2,H,c,-15.5,-9.6,0.88,0.76
Louisiana Tech,65,-12.1,North Texas,61,-3,A,c,-1.6,11.6,0.52,0.19
Louisville,83.9,12.7,Syracuse,76.8,4.5,A,c,-4.6,-5.7,0.63,0.65
Louisville,83.9,12.7,UCF,77.6,11,A,,-3.2,0.8,0.57,0.49
Louisville,83.9,12.7,Florida State,87,13.4,H,c,1.3,-1.8,0.48,0.53
Louisville,83.9,12.7,South Florida,61.9,-5.4,H,,-23.7,-20.6,1,0.99
Louisville,83.9,12.7,Boston College,73.9,0,A,c,-7.1,-10.2,0.7,0.77
Louisville,83.9,12.7,Virginia,76.5,3.3,A,c,-4.3,-6.9,0.63,0.7
Louisville,83.9,12.7,Pittsburgh,90.9,16.2,H,c,5.2,1,0.36,0.49
Louisville,83.9,12.7,Wake Forest,79,7.4,H,c,-6.6,-7.8,0.68,0.74
Louisville,83.9,12.7,James Madison,71,0.5,H,,-14.6,-14.7,0.87,0.87
Louisville,83.9,12.7,Clemson,96.7,21,A,c,15.3,10.8,0.12,0.2
Louisville,83.9,12.7,NC State,92.1,16,H,c,6.4,0.8,0.32,0.49
Louisville,83.9,12.7,Kentucky,81.4,14.5,A,,-0.1,4.3,0.5,0.37
LSU,74.2,8,Florida State,87,13.4,N,,12.8,2.9,0.17,0.43
LSU,74.2,8,Southern,33.5,-37,H,,-43.2,-47.5,1,1
LSU,74.2,8,Mississippi State,78.6,16.8,H,,1.8,6.3,0.47,0.32
LSU,74.2,8,New Mexico,40,-19.3,H,c,-36.7,-29.8,1,1
LSU,74.2,8,Auburn,77.4,13.2,A,c,6,7.7,0.34,0.26
LSU,74.2,8,Tennessee,80.8,18.7,H,c,4,8.2,0.38,0.26
LSU,74.2,8,Florida,84.1,15,A,c,12.3,9.5,0.18,0.23
LSU,74.2,8,Ole Miss,74.8,14.4,H,c,-1.9,3.9,0.53,0.38
LSU,74.2,8,Alabama,107.2,27.4,H,c,30.4,16.9,0,0.08
LSU,74.2,8,Arkansas,82.6,12.8,A,c,11.3,7.3,0.19,0.26
LSU,74.2,8,UAB,71.1,4.8,H,,-5.6,-5.7,0.65,0.65
LSU,74.2,8,Texas A&M,88.8,20.1,A,c,16.9,14.6,0.08,0.14
Marshall,70.3,4.8,Norfolk State,36,-34.5,H,,-36.2,-41.8,1,1
Marshall,70.3,4.8,Notre Dame,82.2,19,A,,14.5,16.7,0.14,0.09
Marshall,70.3,4.8,Bowling Green,55.5,-7.4,A,,-13.1,-9.7,0.83,0.76
Marshall,70.3,4.8,Troy,75.7,-4.9,A,c,6.6,-7.2,0.32,0.7
Marshall,70.3,4.8,Gardner-Webb,38,-32.5,H,,-34.2,-39.8,1,1
Marshall,70.3,4.8,Louisiana,64.9,0.7,H,c,-7.3,-6.6,0.72,0.68
Marshall,70.3,4.8,James Madison,71,0.5,A,c,3.2,-1.8,0.43,0.53
Marshall,70.3,4.8,Coastal Carolina,70.5,0.6,H,c,-1.7,-6.7,0.52,0.68
Marshall,70.3,4.8,Old Dominion,63.1,-6,A,c,-6.3,-8.3,0.68,0.74
Marshall,70.3,4.8,Appalachian State,75.2,4.2,H,c,2.9,-3.1,0.43,0.57
Marshall,70.3,4.8,Georgia Southern,59.1,-8.8,A,c,-7.4,-11.1,0.72,0.8
Marshall,70.3,4.8,Georgia State,67.9,0.1,H,c,-4.3,-7.2,0.63,0.7
Maryland,75.3,10,Buffalo,56.1,-9.3,H,,-21.2,-21.8,1,1
Maryland,75.3,10,Charlotte,56.2,-11,A,,-16.7,-18.5,0.89,0.96
Maryland,75.3,10,SMU,77.6,10.5,H,,0.2,-2,0.5,0.53
Maryland,75.3,10,Michigan,86.2,21.5,A,c,13.8,14,0.15,0.15
Maryland,75.3,10,Michigan State,81.8,15.3,H,c,4.4,2.8,0.37,0.43
Maryland,75.3,10,Purdue,80.1,12.8,H,c,2.7,0.3,0.46,0.5
Maryland,75.3,10,Indiana,63.5,-0.5,A,c,-8.9,-8,0.75,0.74
Maryland,75.3,10,Northwestern,71.3,-4.2,H,c,-6,-16.7,0.67,0.89
Maryland,75.3,10,Wisconsin,84.3,17.7,A,c,11.3,10.2,0.19,0.22
Maryland,75.3,10,Penn State,85.7,15.9,A,c,13,8.4,0.17,0.25
Maryland,75.3,10,Ohio State,109.2,30.8,H,c,31.8,18.3,0,0.04
Maryland,75.3,10,Rutgers,71.8,-0.3,H,c,-5.5,-12.8,0.65,0.83
UMass,47.1,-20.7,Tulane,76.4,0.9,A,,33.2,24.1,0,0
UMass,47.1,-20.7,Toledo,79.8,6,A,,35.6,29.2,0,0
UMass,47.1,-20.7,Stony Brook,45.5,-25,H,,-3.5,-6.8,0.61,0.7
UMass,47.1,-20.7,Temple,49.3,-14.9,A,,5.4,8.3,0.35,0.25
UMass,47.1,-20.7,Eastern Michigan,66.3,-12,A,,20.4,11.2,0.01,0.2
UMass,47.1,-20.7,Liberty,71.8,1.5,H,,22.7,19.7,0,0.02
UMass,47.1,-20.7,Buffalo,56.1,-9.3,H,,7,8.9,0.3,0.24
UMass,47.1,-20.7,New Mexico State,40.4,-26.2,H,,-8.6,-8,0.74,0.74
UMass,47.1,-20.7,Connecticut,51.2,-20.6,A,,5.1,2.6,0.36,0.46
UMass,47.1,-20.7,Arkansas State,54.8,-15.7,A,,10.9,7.5,0.2,0.26
UMass,47.1,-20.7,Texas A&M,88.8,20.1,A,,44,43.3,0,0
UMass,47.1,-20.7,Army,66.2,-0.8,H,,17.1,17.4,0.08,0.06
Memphis,69.3,4,Mississippi State,78.6,16.8,A,,12.6,15.3,0.18,0.12
Memphis,69.3,4,Navy,65,-12.7,A,c,-1,-14.2,0.51,0.85
Memphis,69.3,4,Arkansas State,54.8,-15.7,H,,-17.6,-22.2,0.94,1
Memphis,69.3,4,North Texas,61,-3,H,,-11.4,-9.5,0.81,0.76
Memphis,69.3,4,Temple,49.3,-14.9,H,c,-23.1,-21.4,1,1
Memphis,69.3,4,Houston,81.1,11.5,H,c,8.6,5,0.25,0.36
Memphis,69.3,4,East Carolina,74.2,-1.8,A,c,6.8,-3.3,0.3,0.61
Memphis,69.3,4,Tulane,76.4,0.9,A,c,11,-0.6,0.2,0.5
Memphis,69.3,4,UCF,77.6,11,H,c,5.1,4.5,0.36,0.37
Memphis,69.3,4,Tulsa,63.3,-1.9,H,c,-9.1,-8.4,0.75,0.74
Memphis,69.3,4,North Alabama,41,-29.5,H,,-31.4,-36,1,1
Memphis,69.3,4,SMU,77.6,10.5,A,c,11.3,9,0.19,0.24
Miami,91.9,14.6,Bethune-Cookman,30.5,-40,H,,-64.2,-57.1,1,1
Miami,91.9,14.6,Southern Mississippi,61.4,-6.6,H,,-33.3,-23.7,1,1
Miami,91.9,14.6,Texas A&M,88.8,20.1,A,,-0.7,8,0.5,0.26
Miami,91.9,14.6,Middle Tennessee,65.3,-8.4,H,,-29.4,-25.5,1,1
Miami,91.9,14.6,North Carolina,82.2,10.1,H,c,-12.5,-7,0.83,0.7
Miami,91.9,14.6,Virginia Tech,84.2,4.3,A,c,-5.8,-7.8,0.67,0.74
Miami,91.9,14.6,Duke,54.6,-13.7,H,c,-40.1,-30.8,1,1
Miami,91.9,14.6,Virginia,76.5,3.3,A,c,-12.3,-8.8,0.83,0.75
Miami,91.9,14.6,Florida State,87,13.4,H,c,-7.7,-3.7,0.73,0.61
Miami,91.9,14.6,Georgia Tech,71.1,-4.7,A,c,-18.7,-16.8,0.96,0.91
Miami,91.9,14.6,Clemson,96.7,21,A,c,7.3,8.9,0.26,0.24
Miami,91.9,14.6,Pittsburgh,90.9,16.2,H,c,-3.8,-0.9,0.62,0.51
Miami (OH),67.4,-1.7,Kentucky,81.4,14.5,A,,16.3,18.7,0.1,0.04
Miami (OH),67.4,-1.7,Robert Morris,32.5,-38,H,,-37.5,-38.8,1,1
Miami (OH),67.4,-1.7,Cincinnati,87.1,17.2,N,,19.7,16.4,0.02,0.1
Miami (OH),67.4,-1.7,Northwestern,71.3,-4.2,A,,5.7,0,0.35,0.5
Miami (OH),67.4,-1.7,Buffalo,56.1,-9.3,A,c,-6.8,-5.1,0.7,0.64
Miami (OH),67.4,-1.7,Kent State,53.2,-10,H,c,-16.8,-10.8,0.91,0.8
Miami (OH),67.4,-1.7,Bowling Green,55.5,-7.4,A,c,-10.2,-3.2,0.77,0.57
Miami (OH),67.4,-1.7,Western Michigan,58.3,2.3,H,c,-11.7,1.5,0.81,0.48
Miami (OH),67.4,-1.7,Akron,53.4,-21.2,A,c,-13.5,-17,0.84,0.91
Miami (OH),67.4,-1.7,Ohio,54.2,-10.1,H,c,-15.8,-10.9,0.89,0.8
Miami (OH),67.4,-1.7,Northern Illinois,69.4,-4.1,A,c,3.9,0.1,0.38,0.5
