"","week","home_team","home_conference","away_team","away_conference","TAN_Proj_Spread","home_points","away_points","Home_TAN23","Home_SP","HFACW","Away_TAN","Away_SP","TANSpread","TANFAV"
"2398",8,"Arkansas-Pine Bluff","SWAC","Alcorn State","SWAC","Arkansas-Pine Bluff -13",7,31,50,-25,1,38,-32.5,-13,"Arkansas-Pine Bluff"
"2399",8,"Missouri State","MVFC","Murray State","MVFC","Missouri State -22",28,24,63,-7.5,1,42,-28.5,-22,"Missouri State"
"2400",8,"Northwest Missouri State","Mid America","Pittsburg State","Mid America","NA NA",7,28,NA,NA,NA,NA,NA,NA,NA
"2401",8,"Mississippi Valley State","SWAC","Jackson State","SWAC","NA NA",6,21,NA,NA,NA,45,-25.5,NA,NA
"2402",8,"UT Martin","Big South-OVC","Charleston Southern","Big South-OVC","UT Martin -8.5",17,0,51,-19.5,1,43.5,-27,-8.5,"UT Martin"
"2403",8,"Marietta","Ohio","Heidelberg","Ohio","NA NA",37,14,NA,NA,NA,NA,NA,NA,NA
"2404",8,"Southern Illinois","MVFC","South Dakota State","MVFC","South Dakota State -8",10,17,61,-9.5,1,70,-0.5,-8,"South Dakota State"
"2405",8,"Tennessee State","Big South-OVC","Lincoln University (CA)",NA,"NA NA",54,0,36.5,-34,1,NA,NA,NA,NA
"2406",8,"UW-Whitewater","Wisconsin","UW-Stout","Wisconsin","NA NA",37,20,NA,NA,NA,NA,NA,NA,NA
"2407",8,"Truman State","Great Lakes","William Jewell College","Great Lakes","NA NA",31,10,NA,NA,NA,NA,NA,NA,NA
"2408",8,"Lincoln (MO)","Independent DII","Missouri Southern State","Mid America","NA NA",5,63,NA,NA,NA,NA,NA,NA,NA
"2409",8,"Valdosta State","Gulf South","Shorter","Gulf South","NA NA",42,14,NA,NA,NA,NA,NA,NA,NA
"2410",8,"Black Hills State","Rocky Mountain","Colorado Mines","Rocky Mountain","NA NA",17,42,NA,NA,NA,NA,NA,NA,NA
"2411",8,"Lane","SIAC","Virginia Lynchburg",NA,"NA NA",42,45,NA,NA,NA,NA,NA,NA,NA
"2412",8,"Colorado Mesa","Rocky Mountain","Adams State","Rocky Mountain","NA NA",42,7,NA,NA,NA,NA,NA,NA,NA
"2413",8,"Seton Hill College","Pennsylvania State Athletic","Indiana (PA)","Pennsylvania State Athletic","NA NA",35,28,NA,NA,NA,NA,NA,NA,NA
"2414",8,"East Central","Great American","Southern Nazarene","Great American","NA NA",13,27,NA,NA,NA,NA,NA,NA,NA
"2415",8,"Arkansas-Monticello","Great American","Henderson State","Great American","NA NA",14,42,NA,NA,NA,NA,NA,NA,NA
"2416",8,"Denison","North Coast","Wooster","North Coast","NA NA",35,31,NA,NA,NA,NA,NA,NA,NA
"2417",8,"College of New Jersey","New Jersey","Gettysburg","Centennial","NA NA",30,13,NA,NA,NA,NA,NA,NA,NA
"2418",8,"Savannah State","SIAC","Tuskegee","SIAC","NA NA",14,21,NA,NA,NA,NA,NA,NA,NA
"2419",8,"Dubuque","American Rivers","Buena Vista","American Rivers","NA NA",41,0,NA,NA,NA,NA,NA,NA,NA
"2420",8,"Eastern Illinois","Big South-OVC","Bryant","Big South-OVC","Bryant -5",25,24,30.5,-40,1,36.5,-34,-5,"Bryant"
"2421",8,"Western State","Rocky Mountain","New Mexico Highlands","Rocky Mountain","NA NA",62,0,NA,NA,NA,NA,NA,NA,NA
"2422",8,"Kent State","Mid-American","Buffalo","Mid-American","Buffalo -9.6",6,24,44,-26.4,1.86,55.5,-15.1,-9.6,"Buffalo"
"2423",8,"Ferrum","Old Dominion","Guilford","Old Dominion","NA NA",28,0,NA,NA,NA,NA,NA,NA,NA
"2424",8,"Ball State","Mid-American","Central Michigan","Mid-American","Ball State -3",24,17,60,-14.9,1.022,58,-19.2,-3,"Ball State"
"2425",8,"Iowa","Big Ten","Minnesota","Big Ten","Iowa -7.3",10,12,74.5,8.1,2.318,69.5,-1.3,-7.3,"Iowa"
"2426",8,"Connecticut","FBS Independents","South Florida","American Athletic","NA NA",21,24,NA,NA,NA,62,-9.5,NA,NA
"2427",8,"Illinois","Big Ten","Wisconsin","Big Ten","Wisconsin -2.7",21,25,73,-2.6,2.308,78,9.9,-2.7,"Wisconsin"
"2428",8,"Alabama","SEC","Tennessee","SEC","Alabama -13.9",34,20,96.5,23.7,3.36,86,13,-13.9,"Alabama"
"2429",8,"North Dakota State","MVFC","Western Illinois","MVFC","NA NA",52,7,76,5.5,1,NA,NA,NA,NA
"2430",8,"Albany","CAA","Rhode Island","CAA","Rhode Island -3.5",35,10,40,-30.5,1,44.5,-26,-3.5,"Rhode Island"
"2431",8,"Missouri","SEC","South Carolina","SEC","Missouri -14.4",34,12,88.5,17.8,2.852,77,3.4,-14.4,"Missouri"
"2432",8,"Nebraska","Big Ten","Northwestern","Big Ten","Nebraska -2.1",17,9,74,0.1,1.642,73.5,-1.4,-2.1,"Nebraska"
"2433",8,"Oregon","Pac-12","Washington State","Pac-12","Oregon -18.2",38,24,95.5,25,2.246,79.5,4.6,-18.2,"Oregon"
"2434",8,"William & Mary","CAA","Towson","CAA","William & Mary -5",24,34,47.5,-23,1,43.5,-27,-5,"William & Mary"
"2435",8,"Tulane","American Athletic","North Texas","American Athletic","Tulane -15.1",35,28,73.5,4.1,4.068,62.5,-7.2,-15.1,"Tulane"
"2436",8,"West Virginia","Big 12","Oklahoma State","Big 12","West Virginia -3.9",34,48,78.5,5.4,2.876,77.5,5.9,-3.9,"West Virginia"
"2437",8,"Northern Illinois","Mid-American","Eastern Michigan","Mid-American","Northern Illinois -7.5",20,13,64.5,-6.7,0.968,58,-9.6,-7.5,"Northern Illinois"
"2438",8,"Wake Forest","ACC","Pittsburgh","ACC","Pittsburgh -0.6",21,17,67.5,-7.5,3.368,71.5,-6.9,-0.6,"Pittsburgh"
"2439",8,"Stony Brook","CAA","New Hampshire","CAA","Stony Brook -6.5",14,45,45.5,-25,1,40,-30.5,-6.5,"Stony Brook"
"2440",8,"Mercer","Southern","Wofford","Southern","Mercer -14.5",31,17,51,-19.5,1,37.5,-33,-14.5,"Mercer"
"2441",8,"Houston","Big 12","Texas","Big 12","Texas -23.5",24,31,69.5,-8.3,1.51,94.5,24.6,-23.5,"Texas"
"2442",8,"Bethune-Cookman","SWAC","Southern","SWAC","Southern -2",18,28,30.5,-40,1,33.5,-37,-2,"Southern"
"2443",8,"Campbell","CAA","Maine","CAA","Maine -5.5",34,28,39,-31.5,1,45.5,-25,-5.5,"Maine"
"2444",8,"Portland State","Big Sky","Idaho State","Big Sky","Portland State -11.5",24,38,49.5,-21,1,39,-31.5,-11.5,"Portland State"
"2445",8,"Miami (OH)","Mid-American","Toledo","Mid-American","NA NA",17,21,NA,NA,NA,71,4,NA,NA
"2446",8,"Claremont","So. Cal.","Redlands","So. Cal.","NA NA",31,17,NA,NA,NA,NA,NA,NA,NA
"2447",8,"La Verne","So. Cal.","Pomona-Pitzer","So. Cal.","NA NA",7,20,NA,NA,NA,NA,NA,NA,NA
"2448",8,"Tiffin","Great Midwest Athletic","Kentucky Wesleyan","Great Midwest Athletic","NA NA",37,12,NA,NA,NA,NA,NA,NA,NA
"2449",8,"UMass Dartmouth","MSCAC","Fitchburg State","MSCAC","NA NA",42,7,NA,NA,NA,NA,NA,NA,NA
"2450",8,"Puget Sound","Northwest","Linfield","Northwest","NA NA",6,55,NA,NA,NA,NA,NA,NA,NA
"2451",8,"Pacific Lutheran","Northwest","Lewis & Clark","Northwest","NA NA",49,14,NA,NA,NA,NA,NA,NA,NA
"2452",8,"Bridgewater State","MSCAC","Westfield State","MSCAC","NA NA",21,0,NA,NA,NA,NA,NA,NA,NA
"2453",8,"Delta State","Gulf South","West Florida","Gulf South","NA NA",21,24,NA,NA,NA,NA,NA,NA,NA
"2454",8,"Whitworth","Northwest","Pacific (OR)","Northwest","NA NA",42,20,NA,NA,NA,NA,NA,NA,NA
"2455",8,"Newberry","South Atlantic","Lenoir-Rhyne","South Atlantic","NA NA",10,24,NA,NA,NA,NA,NA,NA,NA
"2456",8,"Western Oregon","Lone Star","Midwestern State","Lone Star","NA NA",6,33,NA,NA,NA,NA,NA,NA,NA
"2457",8,"Texas A&M-Commerce","Southland","Nicholls","Southland","NA NA",7,27,NA,NA,NA,53.5,-17,NA,NA
"2458",8,"Miles","SIAC","Allen","SIAC","NA NA",28,21,NA,NA,NA,NA,NA,NA,NA
"2459",8,"San Diego","Pioneer","Drake","Pioneer","NA NA",20,25,NA,NA,NA,NA,NA,NA,NA
"2460",8,"Northern Iowa","MVFC","North Dakota","MVFC","Northern Iowa -6",27,0,64,-6.5,1,59,-11.5,-6,"Northern Iowa"
"2461",8,"Texas Lutheran","American Southwest","East Texas Baptist","American Southwest","NA NA",6,16,NA,NA,NA,NA,NA,NA,NA
"2462",8,"Stephen F. Austin","UAC","Abilene Christian","UAC","Stephen F. Austin -14",27,34,56,-14.5,1,43,-27.5,-14,"Stephen F. Austin"
"2463",8,"West Liberty","Mountain East","Notre Dame College","Mountain East","NA NA",35,40,NA,NA,NA,NA,NA,NA,NA
"2464",8,"Buffalo State","Liberty League","Hilbert College","North Coast","NA NA",44,12,NA,NA,NA,NA,NA,NA,NA
"2465",8,"Gardner-Webb","Big South-OVC","Eastern Kentucky","UAC","Eastern Kentucky -13",35,32,38,-32.5,1,52,-18.5,-13,"Eastern Kentucky"
"2466",8,"West Georgia","Gulf South","North Greenville","Gulf South","NA NA",38,14,NA,NA,NA,NA,NA,NA,NA
"2467",8,"Edward Waters","SIAC","Albany State (GA)","SIAC","NA NA",31,27,NA,NA,NA,NA,NA,NA,NA
"2468",8,"New Mexico","Mountain West","Hawai'i","Mountain West","New Mexico -1.1",42,21,57,-16.8,0.616,56.5,-16.7,-1.1,"New Mexico"
"2469",8,"Florida Atlantic","American Athletic","UT San Antonio","American Athletic","NA NA",10,36,63,-9.9,2.226,NA,NA,NA,NA
"2470",8,"North Carolina","ACC","Virginia","ACC","North Carolina -12.6",27,31,79.5,10.2,2.576,69.5,-10.3,-12.6,"North Carolina"
"2471",8,"Auburn","SEC","Ole Miss","SEC","Ole Miss -4.2",21,28,81,8.1,2.788,88,16,-4.2,"Ole Miss"
"2472",8,"Arkansas State","Sun Belt","Coastal Carolina","Sun Belt","Arkansas State -4.2",17,27,64.5,-7.5,2.65,63,-2.9,-4.2,"Arkansas State"
"2473",8,"Old Dominion","Sun Belt","Appalachian State","Sun Belt","Appalachian State -9.4",28,21,63,-10.2,1.564,74,3,-9.4,"Appalachian State"
"2474",8,"Limestone","South Atlantic","Catawba","South Atlantic","NA NA",27,16,NA,NA,NA,NA,NA,NA,NA
"2475",8,"Kansas State","Big 12","TCU","Big 12","Kansas State -11.4",41,3,88,15.4,3.356,80,7.5,-11.4,"Kansas State"
"2476",8,"BYU","Big 12","Texas Tech","Big 12","Texas Tech -4.6",27,14,71,-3.7,2.436,78,3.7,-4.6,"Texas Tech"
"2477",8,"Mississippi College","Gulf South","Chowan","Gulf South","NA NA",38,21,NA,NA,NA,NA,NA,NA,NA
"2478",8,"UNLV","Mountain West","Colorado State","Mountain West","UNLV -10.4",25,23,70,2,1.882,61.5,-9.1,-10.4,"UNLV"
"2479",8,"Northeastern State","Mid America","Central Oklahoma","Mid America","NA NA",21,37,NA,NA,NA,NA,NA,NA,NA
"2480",8,"Northern State","Northern Sun","Wayne State (NE)","Northern Sun","NA NA",28,26,NA,NA,NA,NA,NA,NA,NA
"2481",8,"Westminster PA","Presidents'","Allegheny","Presidents'","NA NA",27,17,NA,NA,NA,NA,NA,NA,NA
"2482",8,"Carnegie Mellon","Presidents'","Washington & Jefferson","Presidents'","NA NA",35,14,NA,NA,NA,NA,NA,NA,NA
"2483",8,"Geneva College","Presidents'","Bethany (WV)","Presidents'","NA NA",45,20,NA,NA,NA,NA,NA,NA,NA
"2484",8,"Hendrix College","Southern Athletic","Rhodes","Southern Athletic","NA NA",50,49,NA,NA,NA,NA,NA,NA,NA
"2485",8,"San José State","Mountain West","Utah State","Mountain West","NA NA",42,21,NA,NA,NA,61,-8.5,NA,NA
"2486",8,"Angelo State","Lone Star","University of Texas of the Permian Basin","Lone Star","NA NA",23,28,NA,NA,NA,NA,NA,NA,NA
"2487",8,"North Alabama","UAC","Utah Tech","UAC","NA NA",31,30,41,-29.5,1,NA,NA,NA,NA
"2488",8,"Tarleton State","UAC","Morehead State","Pioneer","NA NA",42,0,43,-27.5,1,NA,NA,NA,NA
"2489",8,"Eastern Washington","Big Sky","Weber State","Big Sky","Eastern Washington -6.5",31,23,65,-5.5,1,59.5,-11,-6.5,"Eastern Washington"
"2490",8,"Michigan State","Big Ten","Michigan","Big Ten","Michigan -27.1",0,49,67.5,-6.9,1.938,96.5,32.1,-27.1,"Michigan"
"2491",8,"Florida State","ACC","Duke","ACC","Florida State -13.2",38,20,85.5,23.7,2.158,74.5,9.5,-13.2,"Florida State"
"2492",8,"LSU","SEC","Army","FBS Independents","LSU -33.3",62,0,90.5,18.7,3.314,60.5,-5.2,-33.3,"LSU"
"2493",8,"Louisiana","Sun Belt","Georgia State","Sun Belt","Louisiana -8.3",17,20,68.5,0.3,2.82,63,-9.4,-8.3,"Louisiana"
"2494",8,"Texas Southern","SWAC","Florida A&M","SWAC","Florida A&M -17",21,31,28,-42.5,1,46,-24.5,-17,"Florida A&M"
"2495",8,"Southern Utah","UAC","Austin Peay","UAC","Austin Peay -15.5",45,48,33.5,-37,1,50,-20.5,-15.5,"Austin Peay"
"2496",8,"Cal Poly","Big Sky","Northern Colorado","Big Sky","Northern Colorado -3",24,17,34.5,-36,1,38.5,-32,-3,"Northern Colorado"
"2497",8,"USC","Pac-12","Utah","Pac-12","USC -2.2",32,34,83.5,7.9,2.698,84,8.3,-2.2,"USC"
"2498",8,"McNeese","Southland","Incarnate Word","Southland","Incarnate Word -9.5",24,35,47,-23.5,1,57.5,-13,-9.5,"Incarnate Word"
"2499",8,"Eastern New Mexico","Lone Star","Texas A&M-Kingsville","Lone Star","NA NA",14,35,NA,NA,NA,NA,NA,NA,NA
"2500",8,"Oklahoma Baptist","Great American","Northwestern Oklahoma State","Great American","NA NA",28,7,NA,NA,NA,NA,NA,NA,NA
"2501",8,"Miami","ACC","Clemson","ACC","Clemson -5.8",28,20,80,11.7,1.7,87.5,10.9,-5.8,"Clemson"
"2502",8,"Central Washington","Lone Star","West Texas A&M","Lone Star","NA NA",30,14,NA,NA,NA,NA,NA,NA,NA
"2503",8,"San Diego State","Mountain West","Nevada","Mountain West","San Diego State -11.6",0,6,63.5,-10.5,2.12,54,-22.4,-11.6,"San Diego State"
"2504",8,"Chapman","So. Cal.","Cal Lutheran","So. Cal.","NA NA",38,10,NA,NA,NA,NA,NA,NA,NA
"2505",8,"George Fox University","Northwest","Willamette","Northwest","NA NA",63,10,NA,NA,NA,NA,NA,NA,NA
"2506",8,"Washington","Pac-12","Arizona State","Pac-12","Washington -29.8",15,7,92.5,18.6,2.268,65,-11.9,-29.8,"Washington"
"2507",8,"Stanford","Pac-12","UCLA","Pac-12","UCLA -18.5",7,42,61.5,-12.3,1.536,81.5,7.9,-18.5,"UCLA"
"2508",8,"Sacramento State","Big Sky","Montana State","Big Sky","Montana State -3.5",30,42,60.5,-10,1,65,-5.5,-3.5,"Montana State"
"2509",9,"Louisiana Tech","Conference USA","New Mexico State","Conference USA","New Mexico State -7.8",24,27,56,-12.5,2.7,66.5,1,-7.8,"New Mexico State"
"2510",9,"Western Kentucky","Conference USA","Liberty","Conference USA","Liberty -8.2",29,42,65,-1.5,2.838,76,11.8,-8.2,"Liberty"
"2511",9,"Florida International","Conference USA","Jacksonville State","Conference USA","Jacksonville State -11.5",16,41,52.5,-20.9,1.966,66,-0.7,-11.5,"Jacksonville State"
"2512",9,"Sam Houston State","Conference USA","UTEP","Conference USA","NA NA",34,37,NA,NA,NA,54.5,-15.9,NA,NA
"2513",9,"Southern Nazarene","Great American","Ouachita Baptist","Great American","NA NA",28,49,NA,NA,NA,NA,NA,NA,NA
"2514",9,"Shorter","Gulf South","West Georgia","Gulf South","NA NA",35,41,NA,NA,NA,NA,NA,NA,NA
"2515",9,"Lincoln (MO)","Independent DII","Eastern New Mexico","Lone Star","NA NA",17,62,NA,NA,NA,NA,NA,NA,NA
"2516",9,"Central Connecticut","NEC","Long Island University","NEC","NA NA",23,24,20,-19,NA,NA,NA,NA,NA
"2517",9,"Georgia Southern","Sun Belt","Georgia State","Sun Belt","Georgia Southern -3.6",44,27,63,-4.4,3.628,63,-9.4,-3.6,"Georgia Southern"
"2518",9,"North Carolina Central","MEAC","South Carolina State","MEAC","NA NA",62,28,NA,NA,NA,NA,NA,NA,NA
"2519",9,"Virginia Tech","ACC","Syracuse","ACC","Virginia Tech -12.1",38,10,77,4.7,2.132,67,-1,-12.1,"Virginia Tech"
"2520",9,"Pennsylvania","Ivy","Brown","Ivy","NA NA",26,30,NA,NA,NA,NA,NA,NA,NA
"2521",9,"Charlotte","American Athletic","Florida Atlantic","American Athletic","Florida Atlantic -5.5",16,38,55.5,-22.1,2.022,63,-9.9,-5.5,"Florida Atlantic"
"2522",9,"Hilbert College","North Coast","Lyon College",NA,"NA NA",27,43,NA,NA,NA,NA,NA,NA,NA
"2523",9,"Delaware State","MEAC","Howard","MEAC","NA NA",10,17,NA,NA,NA,25.5,-45,NA,NA
"2524",9,"Robert Morris","Big South-OVC","Tennessee Tech","Big South-OVC","Robert Morris -2",13,38,32.5,-38,1,31.5,-39,-2,"Robert Morris"
"2525",9,"Anna Maria College","ECFC","Gallaudet","ECFC","NA NA",50,7,NA,NA,NA,NA,NA,NA,NA
"2526",9,"Keystone","Landmark Conference","Catholic University","Landmark Conference","NA NA",14,26,NA,NA,NA,NA,NA,NA,NA
"2527",9,"Bridgewater State","MSCAC","UMass Dartmouth","MSCAC","NA NA",14,34,NA,NA,NA,NA,NA,NA,NA
"2528",9,"Mass Maritime","MSCAC","Framingham State","MSCAC","NA NA",3,28,NA,NA,NA,NA,NA,NA,NA
"2529",9,"Westfield State","MSCAC","Plymouth State","MSCAC","NA NA",19,20,NA,NA,NA,NA,NA,NA,NA
"2530",9,"Delaware Valley","Mid Atlantic","Stevenson","Mid Atlantic","NA NA",21,14,NA,NA,NA,NA,NA,NA,NA
"2531",9,"Wagner","NEC","Stonehill","NEC","NA NA",28,17,16.5,-54,1,NA,NA,NA,NA
"2532",9,"Husson","Commonwealth Coast","Endicott College","Commonwealth Coast","NA NA",13,23,NA,NA,NA,NA,NA,NA,NA
"2533",9,"Yale","Ivy","Columbia","Ivy","NA NA",35,7,49.5,-21,1,NA,NA,NA,NA
"2534",9,"St. John Fisher","Empire 8","Alfred","Empire 8","NA NA",30,12,NA,NA,NA,NA,NA,NA,NA
"2535",9,"MIT","NEWMAC","Norwich","NEWMAC","NA NA",29,26,NA,NA,NA,NA,NA,NA,NA
"2536",9,"Sacred Heart","NEC","Duquesne","NEC","NA NA",0,27,NA,NA,NA,38,-32.5,NA,NA
"2537",9,"Kansas","Big 12","Oklahoma","Big 12","Oklahoma -3.9",38,33,83,9.3,1.58,88.5,16.4,-3.9,"Oklahoma"
"2538",9,"Findlay","Great Midwest Athletic","Ohio Dominican","Great Midwest Athletic","NA NA",24,3,NA,NA,NA,NA,NA,NA,NA
"2539",9,"Notre Dame College","Mountain East","Wheeling Jesuit","Mountain East","NA NA",28,25,NA,NA,NA,NA,NA,NA,NA
"2540",9,"Davenport","GLIAC","Saginaw Valley","GLIAC","NA NA",24,21,NA,NA,NA,NA,NA,NA,NA
"2541",9,"Tiffin","Great Midwest Athletic","Walsh","Great Midwest Athletic","NA NA",40,13,NA,NA,NA,NA,NA,NA,NA
"2542",9,"DePauw","North Coast","Kenyon","North Coast","NA NA",58,7,NA,NA,NA,NA,NA,NA,NA
"2543",9,"Springfield","NEWMAC","Merchant Marine","NEWMAC","NA NA",21,14,NA,NA,NA,NA,NA,NA,NA
"2544",9,"California (PA)","Pennsylvania State Athletic","Mercyhurst","Pennsylvania State Athletic","NA NA",58,19,NA,NA,NA,NA,NA,NA,NA
"2545",9,"Seton Hill College","Pennsylvania State Athletic","Edinboro","Pennsylvania State Athletic","NA NA",38,28,NA,NA,NA,NA,NA,NA,NA
"2546",9,"Limestone","South Atlantic","Newberry","South Atlantic","NA NA",28,24,NA,NA,NA,NA,NA,NA,NA
"2547",9,"Rensselaer","Liberty League","Rochester","Liberty League","NA NA",49,10,NA,NA,NA,NA,NA,NA,NA
"2548",9,"Army","FBS Independents","UMass","FBS Independents","Army -9.8",14,21,60.5,-5.2,2.328,53,-17.7,-9.8,"Army"
"2549",9,"Wake Forest","ACC","Florida State","ACC","Florida State -14.6",16,41,67.5,-7.5,3.368,85.5,23.7,-14.6,"Florida State"
"2550",9,"Kansas State","Big 12","Houston","Big 12","Kansas State -21.9",41,0,88,15.4,3.356,69.5,-8.3,-21.9,"Kansas State"
"2551",9,"UCF","Big 12","West Virginia","Big 12","UCF -5.2",28,41,81,4.5,2.708,78.5,5.4,-5.2,"UCF"
"2552",9,"SMU","American Athletic","Tulsa","American Athletic","SMU -25",69,10,80,10.5,3.014,58,-14.2,-25,"SMU"
"2553",9,"Texas A&M","SEC","South Carolina","SEC","Texas A&M -8.4",30,17,83,15.4,2.438,77,3.4,-8.4,"Texas A&M"
"2554",9,"Northwestern","Big Ten","Maryland","Big Ten","Maryland -3.7",33,27,73.5,-1.4,1.804,79,9.2,-3.7,"Maryland"
"2555",9,"Boston College","ACC","Connecticut","FBS Independents","NA NA",21,14,66,-4.9,2.812,NA,NA,NA,NA
"2556",9,"Penn State","Big Ten","Indiana","Big Ten","Penn State -24.1",33,24,89.5,26,3.1,68.5,-7.4,-24.1,"Penn State"
"2557",9,"Curry","Commonwealth Coast","Nichols","Commonwealth Coast","NA NA",48,46,NA,NA,NA,NA,NA,NA,NA
"2558",9,"Oberlin","North Coast","Ohio Wesleyan","North Coast","NA NA",7,50,NA,NA,NA,NA,NA,NA,NA
"2559",9,"Georgetown","Patriot","Lafayette","Patriot","NA NA",25,35,NA,NA,NA,32.5,-38,NA,NA
"2560",9,"Wisconsin-La Crosse","Wisconsin","Wisconsin-Eau Claire","Wisconsin","NA NA",59,14,NA,NA,NA,NA,NA,NA,NA
"2561",9,"Minnesota-Duluth","Northern Sun","Bemidji State","Northern Sun","NA NA",31,38,NA,NA,NA,NA,NA,NA,NA
"2562",9,"Towson","CAA","Delaware","CAA","Delaware -2.5",13,51,43.5,-27,1,47,-23.5,-2.5,"Delaware"
"2563",9,"Eastern University","Mid Atlantic","FDU-Florham","Mid Atlantic","NA NA",19,24,NA,NA,NA,NA,NA,NA,NA
"2564",9,"Gettysburg","Centennial","Dickinson","Centennial","NA NA",25,28,NA,NA,NA,NA,NA,NA,NA
"2565",9,"Colby","NESCAC","Middlebury","NESCAC","NA NA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2566",9,"Ursinus","Centennial","McDaniel College","Centennial","NA NA",49,6,NA,NA,NA,NA,NA,NA,NA
"2567",9,"Wesleyan","NESCAC","Amherst College","NESCAC","NA NA",34,7,NA,NA,NA,NA,NA,NA,NA
"2568",9,"Salisbury","New Jersey","College of New Jersey","New Jersey","NA NA",27,36,NA,NA,NA,NA,NA,NA,NA
"2569",9,"Centre","Southern Athletic","Sewanee Univ. of the South","Southern Athletic","NA NA",54,22,NA,NA,NA,NA,NA,NA,NA
"2570",9,"Albany State (GA)","SIAC","Miles","SIAC","NA NA",48,7,NA,NA,NA,NA,NA,NA,NA
"2571",9,"Ashland","Great Midwest Athletic","Thomas More",NA,"NA NA",28,20,NA,NA,NA,NA,NA,NA,NA
"2572",9,"Randolph-Macon","Old Dominion","Washington & Lee","Old Dominion","NA NA",35,12,NA,NA,NA,NA,NA,NA,NA
"2573",9,"Lock Haven","Pennsylvania State Athletic","West Chester","Pennsylvania State Athletic","NA NA",27,42,NA,NA,NA,NA,NA,NA,NA
"2574",9,"Northern Michigan","GLIAC","Wayne State (MI)","GLIAC","NA NA",17,41,NA,NA,NA,NA,NA,NA,NA
"2575",9,"Shaw","CIAA","Fayetteville State","CIAA","NA NA",14,21,NA,NA,NA,NA,NA,NA,NA
"2576",9,"Bluefield","Independent DII","Virginia Union","CIAA","NA NA",12,57,NA,NA,NA,NA,NA,NA,NA
"2577",9,"Bowie State","CIAA","Elizabeth City State","CIAA","NA NA",19,7,NA,NA,NA,NA,NA,NA,NA
"2578",9,"Misericordia","Mid Atlantic","Albright","Mid Atlantic","NA NA",38,9,NA,NA,NA,NA,NA,NA,NA
"2579",9,"Lycoming","Landmark Conference","Juniata","Landmark Conference","NA NA",56,10,NA,NA,NA,NA,NA,NA,NA
"2580",9,"Chowan","Gulf South","West Alabama","Gulf South","NA NA",6,14,NA,NA,NA,NA,NA,NA,NA
"2581",9,"St. Vincent","Presidents'","Westminster PA","Presidents'","NA NA",20,22,NA,NA,NA,NA,NA,NA,NA
"2582",9,"Allegheny","Presidents'","Thiel College","Presidents'","NA NA",27,3,NA,NA,NA,NA,NA,NA,NA
"2583",9,"Berry College","Southern Athletic","Hendrix College","Southern Athletic","NA NA",53,6,NA,NA,NA,NA,NA,NA,NA
"2584",9,"Central State","SIAC","Lane","SIAC","NA NA",17,14,NA,NA,NA,NA,NA,NA,NA
"2585",9,"Alma College","Michigan","Olivet College","Michigan","NA NA",41,20,NA,NA,NA,NA,NA,NA,NA
"2586",9,"Fairmont State","Mountain East","West Virginia State","Mountain East","NA NA",21,20,NA,NA,NA,NA,NA,NA,NA
"2587",9,"New Haven","Northeast 10","Assumption","Northeast 10","NA NA",25,14,NA,NA,NA,NA,NA,NA,NA
"2588",9,"St. Anselm","Northeast 10","Pace","Northeast 10","NA NA",16,23,NA,NA,NA,NA,NA,NA,NA
"2589",9,"Wayne State (NE)","Northern Sun","Augustana (SD)","Northern Sun","NA NA",14,12,NA,NA,NA,NA,NA,NA,NA
"2590",9,"Concordia-St. Paul","Northern Sun","Northern State","Northern Sun","NA NA",20,14,NA,NA,NA,NA,NA,NA,NA
"2591",9,"Minnesota St-Moorhead","Northern Sun","Winona State","Northern Sun","NA NA",20,17,NA,NA,NA,NA,NA,NA,NA
"2592",9,"University of Mary","Northern Sun","Minot State","Northern Sun","NA NA",27,23,NA,NA,NA,NA,NA,NA,NA
"2593",9,"Slippery Rock","Pennsylvania State Athletic","Clarion","Pennsylvania State Athletic","NA NA",42,14,NA,NA,NA,NA,NA,NA,NA
"2594",9,"Erskine","South Atlantic","Tusculum","South Atlantic","NA NA",14,52,NA,NA,NA,NA,NA,NA,NA
"2595",9,"University of New England","Commonwealth Coast","Western New England","Commonwealth Coast","NA NA",7,42,NA,NA,NA,NA,NA,NA,NA
"2596",9,"Trinity (TX)","Southern Athletic","Millsaps","Southern Athletic","NA NA",63,0,NA,NA,NA,NA,NA,NA,NA
"2597",9,"Maryville TN","USA South","Belhaven College","USA South","NA NA",20,7,NA,NA,NA,NA,NA,NA,NA
"2598",9,"Waynesburg","Presidents'","Geneva College","Presidents'","NA NA",29,43,NA,NA,NA,NA,NA,NA,NA
"2599",9,"Grove City College","Presidents'","Bethany (WV)","Presidents'","NA NA",56,14,NA,NA,NA,NA,NA,NA,NA
"2600",9,"Worcester Polytechnic","NEWMAC","Salve Regina","Commonwealth Coast","NA NA",24,27,NA,NA,NA,NA,NA,NA,NA
"2601",9,"Widener","Mid Atlantic","King's College (PA)","Mid Atlantic","NA NA",31,14,NA,NA,NA,NA,NA,NA,NA
"2602",9,"Post University","Independent DII","Southern Connecticut State","Northeast 10","NA NA",14,35,NA,NA,NA,NA,NA,NA,NA
"2603",9,"Hobart","Liberty League","St Lawrence","Liberty League","NA NA",35,0,NA,NA,NA,NA,NA,NA,NA
