"","game_id","team","off_plays","def_plays","off_total_ppa","def_total_ppa","off_success_rate","def_success_rate","offPpaPerPlay","defPpaPerPlay","numDrives","avgFieldPosStart","numOpportunities","pointsDuringOpportunities","pointsPerOpportunity","third_down_eff","fourth_down_eff","qb_hurries","tackles_for_loss","interceptions","passes_deflected","fumbles_lost","numPlays","havocPlays","logo","color"
"58",401404146,"Utah State",79,69,21.4009758672637,5.21780250652776,0.468354430379747,0.376811594202899,0.270898428699541,0.0756203261815617,14,28,8,31,3.875,"6-15","0-1",0,0.5,0,4,2,74,6,"http://a.espncdn.com/i/teamlogos/ncaa/500/328.png","#003263"
"59",401404147,"Central Connecticut",51,76,-7.17438809969973,21.8035722966847,0.372549019607843,0.539473684210526,-0.140674276464701,0.286889109166904,11,28.6363636363636,4,3,0.75,"3-12","0-1",1,5,1,4,0,78,10,NA,NA
"60",401404147,"Connecticut",76,51,21.8035722966847,-7.17438809969973,0.539473684210526,0.372549019607843,0.286889109166904,-0.140674276464701,10,35.1,8,28,3.5,"14-19","1-1",4,4,1,1,2,55,8,"http://a.espncdn.com/i/teamlogos/ncaa/500/41.png","#001d40"
"61",401404157,"Liberty",83,67,4.44877811523516,-2.03965457117771,0.289156626506024,0.402985074626866,0.0535997363281344,-0.0304426055399658,16,31.5,8,27,3.375,"8-20","1-3",0,7,3,2,0,71,12,"http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png","#071740"
"62",401404157,"Southern Mississippi",67,83,-2.03965457117771,4.44877811523516,0.402985074626866,0.289156626506024,-0.0304426055399658,0.0535997363281344,16,40.625,8,23,2.875,"3-12","0-1",3,11,3,5,2,86,21,"http://a.espncdn.com/i/teamlogos/ncaa/500/2572.png","#FFAA3C"
"63",401405058,"Illinois",80,52,21.1573479070508,-8.68963283477447,0.5125,0.230769230769231,0.264466848838135,-0.167108323745663,14,40.1428571428571,10,38,3.8,"7-16","1-2",0,0,0,6,0,53,6,"http://a.espncdn.com/i/teamlogos/ncaa/500/356.png","#f77329"
"64",401405058,"Wyoming",52,80,-8.68963283477447,21.1573479070508,0.230769230769231,0.5125,-0.167108323745663,0.264466848838135,13,24.4615384615385,2,6,3,"1-12","0-1",0,0,1,1,1,84,3,"http://a.espncdn.com/i/teamlogos/ncaa/500/2751.png","#533B22"
"65",401405059,"Nebraska",72,84,22.2590765343,19.6106655538048,0.444444444444444,0.428571428571429,0.309153840754166,0.233460304211962,14,21.3571428571429,6,28,4.66666666666667,"9-16","0-0",1,2,2,4,1,87,9,"http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","#F20017"
"66",401405059,"Northwestern",84,72,19.6106655538048,22.2590765343,0.428571428571429,0.444444444444444,0.233460304211962,0.309153840754166,14,29.8571428571429,7,31,4.42857142857143,"7-17","1-1",3,3,0,6,1,74,10,"http://a.espncdn.com/i/teamlogos/ncaa/500/77.png","#372286"
"67",401405060,"Minnesota",70,32,33.3262883647422,-8.30981366190281,0.628571428571429,0.15625,0.476089833782031,-0.259681676934463,8,30.75,7,38,5.42857142857143,"11-14","0-0",0,3,0,2,0,33,5,"http://a.espncdn.com/i/teamlogos/ncaa/500/135.png","#7F011B"
"68",401405060,"New Mexico State",32,70,-8.30981366190281,33.3262883647422,0.15625,0.628571428571429,-0.259681676934463,0.476089833782031,8,23,1,0,0,"2-9","0-0",2,1,1,2,0,81,4,"http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","#891216"
"69",401405061,"Illinois",87,77,5.97592905257797,4.81279244074044,0.471264367816092,0.350649350649351,0.0686888396848042,0.062503797931694,14,28.7142857142857,7,20,2.85714285714286,"9-17","0-2",4,6,1,5,3,81,15,"http://a.espncdn.com/i/teamlogos/ncaa/500/356.png","#f77329"
"70",401405061,"Indiana",77,87,4.81279244074044,5.97592905257797,0.350649350649351,0.471264367816092,0.062503797931694,0.0686888396848042,13,26.8461538461538,5,16,3.2,"10-19","0-0",1,10,1,2,1,92,14,"http://a.espncdn.com/i/teamlogos/ncaa/500/84.png","#7D110C"
"71",401405062,"Iowa",58,57,-13.1544576498871,-11.1026173542883,0.258620689655172,0.157894736842105,-0.22680099396357,-0.194782760601549,16,41.75,6,3,0.5,"4-17","0-0",5,9,1,8,1,58,19,"http://a.espncdn.com/i/teamlogos/ncaa/500/2294.png","#000000"
"72",401405062,"South Dakota State",57,58,-11.1026173542883,-13.1544576498871,0.157894736842105,0.258620689655172,-0.194782760601549,-0.22680099396357,15,15.8666666666667,1,3,3,"3-16","0-1",2,5,0,3,0,63,8,NA,NA
"73",401405063,"Nebraska",60,70,25.4748545709732,10.0092820677205,0.55,0.442857142857143,0.424580909516221,0.142989743824579,12,30.4166666666667,7,38,5.42857142857143,"6-11","0-0",5,4,1,6,1,71,12,"http://a.espncdn.com/i/teamlogos/ncaa/500/158.png","#F20017"
"74",401405063,"North Dakota",70,60,10.0092820677205,25.4748545709732,0.442857142857143,0.55,0.142989743824579,0.424580909516221,12,32,4,17,4.25,"6-15","1-2",0,5,0,2,1,64,8,NA,NA
"75",401405064,"Penn State",73,80,4.76289631942139,18.6517376709134,0.383561643835616,0.4375,0.0652451550605669,0.233146720886417,14,26.2142857142857,5,35,7,"5-14","1-1",0,3,1,8,0,82,12,"http://a.espncdn.com/i/teamlogos/ncaa/500/213.png","#00265D"
"76",401405064,"Purdue",80,73,18.6517376709134,4.76289631942139,0.4375,0.383561643835616,0.233146720886417,0.0652451550605669,14,20.5,6,24,4,"5-15","2-2",0,3,0,6,1,73,10,"http://a.espncdn.com/i/teamlogos/ncaa/500/2509.png","#B89D29"
"77",401405065,"Illinois State",50,53,-15.5807695707033,25.9471747828735,0.28,0.433962264150943,-0.311615391414066,0.489569335525916,9,22.3333333333333,3,0,0,"3-11","0-0",0,4,2,1,0,54,7,NA,NA
"78",401405065,"Wisconsin",53,50,25.9471747828735,-15.5807695707033,0.433962264150943,0.28,0.489569335525916,-0.311615391414066,9,24.5555555555556,6,31,5.16666666666667,"4-9","2-2",0,8,0,3,0,50,11,"http://a.espncdn.com/i/teamlogos/ncaa/500/275.png","#A00001"
"79",401405066,"Buffalo",72,61,-5.33513529615703,17.5552350508962,0.291666666666667,0.409836065573771,-0.0740991013355143,0.287790738539282,13,25.2307692307692,4,10,2.5,"5-16","0-2",0,5,0,3,0,62,8,"http://a.espncdn.com/i/teamlogos/ncaa/500/2084.png","#041A9B"
"80",401405066,"Maryland",61,72,17.5552350508962,-5.33513529615703,0.409836065573771,0.291666666666667,0.287790738539282,-0.0740991013355143,13,32.3076923076923,5,31,6.2,"4-13","1-2",0,7,1,8,0,75,16,"http://a.espncdn.com/i/teamlogos/ncaa/500/120.png","#D5002B"
"81",401405067,"Colorado State",59,68,-7.79934712407168,25.9326754910255,0.338983050847458,0.514705882352941,-0.132192324136808,0.381362874868022,12,23.8333333333333,2,7,3.5,"2-11","1-4",2,2,1,1,1,71,5,"http://a.espncdn.com/i/teamlogos/ncaa/500/36.png","#004537"
"82",401405067,"Michigan",68,59,25.9326754910255,-7.79934712407168,0.514705882352941,0.338983050847458,0.381362874868022,-0.132192324136808,10,40.3,8,44,5.5,"3-10","2-2",1,11,0,0,0,59,11,"http://a.espncdn.com/i/teamlogos/ncaa/500/130.png","#00274c"
"83",401405069,"Boston College",67,60,7.30149014995158,7.65406762222909,0.343283582089552,0.45,0.10897746492465,0.127567793703818,13,27.8461538461538,6,21,3.5,"7-16","0-0",2,5,2,1,1,65,9,"http://a.espncdn.com/i/teamlogos/ncaa/500/103.png","#88001a"
"84",401405069,"Rutgers",60,67,7.65406762222909,7.30149014995158,0.45,0.343283582089552,0.127567793703818,0.10897746492465,14,33.0714285714286,4,22,5.5,"4-14","0-0",8,8,1,2,0,70,11,"http://a.espncdn.com/i/teamlogos/ncaa/500/164.png","#d21034"
"85",401409235,"Nevada",68,58,4.83749161364606,0.938257477253616,0.382352941176471,0.362068965517241,0.0711395825536185,0.0161768530560968,11,29.8181818181818,5,23,4.6,"8-17","0-0",1,3,0,2,0,61,5,"http://a.espncdn.com/i/teamlogos/ncaa/500/2440.png","#153E5F"
"86",401409235,"New Mexico State",58,68,0.938257477253616,4.83749161364606,0.362068965517241,0.382352941176471,0.0161768530560968,0.0711395825536185,11,26.1818181818182,6,10,1.66666666666667,"5-12","0-1",0,8,4,2,1,71,15,"http://a.espncdn.com/i/teamlogos/ncaa/500/166.png","#891216"
"87",401411090,"Duquesne",47,74,-3.12847071895726,40.0230382839462,0.297872340425532,0.662162162162162,-0.0665632067863246,0.540851868701976,11,23.5454545454545,2,7,3.5,"1-10","0-0",1,1,0,3,0,78,4,NA,NA
"88",401411090,"Florida State",74,47,40.0230382839462,-3.12847071895726,0.662162162162162,0.297872340425532,0.540851868701976,-0.0665632067863246,10,26.2,9,47,5.22222222222222,"5-10","1-2",0,6,1,5,0,48,12,"http://a.espncdn.com/i/teamlogos/ncaa/500/52.png","#782F40"
"89",401411091,"Florida A&M",65,77,18.3458800023533,39.3734598406565,0.461538461538462,0.558441558441558,0.282244307728512,0.51134363429424,12,25.6666666666667,4,24,6,"5-13","2-2",2,3.5,1,3,1,78,8,NA,NA
"90",401411091,"North Carolina",77,65,39.3734598406565,18.3458800023533,0.558441558441558,0.461538461538462,0.51134363429424,0.282244307728512,12,34.5833333333333,10,49,4.9,"7-12","2-3",1,6,0,3,0,67,9,"http://a.espncdn.com/i/teamlogos/ncaa/500/153.png","#99bfe5"
"91",401411092,"Pittsburgh",62,72,20.1839762308288,7.18700368608375,0.403225806451613,0.388888888888889,0.325548003723045,0.0998194956400521,13,27.5384615384615,5,31,6.2,"5-12","0-0",7,8,0,9,1,73,18,"http://a.espncdn.com/i/teamlogos/ncaa/500/221.png","#003263"
"92",401411092,"West Virginia",72,62,7.18700368608375,20.1839762308288,0.388888888888889,0.403225806451613,0.0998194956400521,0.325548003723045,14,29.0714285714286,5,21,4.2,"8-17","0-1",3,6,1,3,1,63,11,"http://a.espncdn.com/i/teamlogos/ncaa/500/277.png","#002855"
"93",401411093,"VMI",68,74,-2.28413961885408,17.1821628356874,0.323529411764706,0.513513513513513,-0.03359028851256,0.232191389671451,14,20.7142857142857,2,7,3.5,"4-18","1-2",1,4,0,6,1,77,11,NA,NA
"94",401411093,"Wake Forest",74,68,17.1821628356874,-2.28413961885408,0.513513513513513,0.323529411764706,0.232191389671451,-0.03359028851256,13,37.6923076923077,9,44,4.88888888888889,"8-17","0-1",6,9,0,5,0,70,14,"http://a.espncdn.com/i/teamlogos/ncaa/500/154.png","#9E7E38"
"95",401411094,"Duke",65,56,23.9693684080928,-3.46705443154668,0.569230769230769,0.357142857142857,0.368759513970658,-0.0619116862776194,12,33.6666666666667,9,30,3.33333333333333,"1-9","1-1",6,4,0,7,0,58,11,"http://a.espncdn.com/i/teamlogos/ncaa/500/150.png","#001A57"
