season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility
2022,Tre'Jon,Lewis,EDGE,Texas Tech,,2021-12-31T15:14:00.000Z,,2,Immediate
2022,Rhett,Reilly,QB,BYU,,2021-12-31T15:06:00.000Z,,,Immediate
2022,David,Laney,S,East Carolina,,2021-12-31T11:45:00.000Z,,3,Immediate
2022,Sterling,Galban,WR,Texas Tech,,2021-12-31T15:05:00.000Z,,3,Immediate
2022,Kyle,Vantrease,QB,Buffalo,Georgia Southern,2021-12-31T10:31:00.000Z,,3,Immediate
2022,Todd,Sibley,RB,Pittsburgh,Albany,2021-12-31T10:31:00.000Z,0.87,3,Immediate
2022,Tatum,Bethune,LB,UCF,Florida State,2021-12-31T10:30:00.000Z,0.89,3,Immediate
2022,Dylan,McDuffie,RB,Buffalo,,2021-12-31T10:30:00.000Z,0.89,3,Immediate
2022,Jaxon,Player,DL,Tulsa,Baylor,2021-12-31T10:29:00.000Z,0.9,4,Immediate
2022,Garnett,Hollis,CB,Northwestern,Northwestern,2021-11-30T17:02:00.000Z,0.82,3,Immediate
2022,Ajou,Ajou,WR,Clemson,South Florida,2021-12-11T11:36:00.000Z,0.88,3,Immediate
2022,Brayden,DeVault-Smith,LB,Vanderbilt,,2021-12-10T15:57:00.000Z,,2,Immediate
2022,Tony,Amerson,RB,Georgia Tech,,2021-11-30T13:45:00.000Z,,3,Immediate
2022,Ky,Thomas,RB,Minnesota,Kansas,2022-01-03T09:17:00.000Z,0.88,3,Immediate
2022,Stephen,Gosnell,WR,North Carolina,Virginia Tech,2022-01-03T08:12:00.000Z,0.85,3,Immediate
2022,Justus,Tavai,DL,Hawai'i,San Diego State,2022-01-15T08:06:00.000Z,,3,Immediate
2022,Allan,Mwata,S,San Diego State,,2021-12-28T16:40:00.000Z,,2,Immediate
2022,Taylor,Powell,QB,Troy,Eastern Michigan,2021-12-26T15:28:00.000Z,0.84,3,Immediate
2022,Anthony,Romphf,CB,Purdue,,2022-01-01T19:51:00.000Z,,3,Immediate
2022,Sofian,Massoud,QB,Houston,Hampton,2021-12-29T21:09:00.000Z,,3,TBD
2022,Dave,Monnot III,OT,Purdue,,2021-12-31T19:18:00.000Z,,3,Immediate
2022,Shocky,Jacques-Louis,WR,Pittsburgh,Akron,2021-12-31T09:51:00.000Z,,3,Immediate
2022,Terrell,Dawkins,DL,NC State,South Carolina,2021-12-30T08:51:00.000Z,0.88,3,Immediate
2022,Jaquaez,Powell,IOL,East Carolina,,2021-12-26T10:01:00.000Z,,3,Immediate
2022,Traveon,Freshwater,EDGE,East Carolina,Elizabeth City State,2021-12-26T10:01:00.000Z,,3,Immediate
2022,Josh,Manchigiah,S,South Dakota State,,2021-12-22T08:53:00.000Z,,3,Immediate
2022,Brandon,Joseph,S,Northwestern,Notre Dame,2021-12-30T16:29:00.000Z,0.93,4,Immediate
2022,Khalan,Griffin,ATH,Rice,Lamar,2021-12-28T14:19:00.000Z,0.83,3,Immediate
2022,Jordan,Lee,S,Nevada,Washington State,2022-01-01T08:26:00.000Z,0.88,3,Immediate
2022,Nate,Harris,S,LSU,,2021-10-29T10:56:00.000Z,,,Immediate
2022,Seth,Hayes,WR,Arkansas State,,2021-10-07T11:09:00.000Z,,3,Immediate
2022,Anthony,Hundley,DL,UCF,,2021-08-24T12:55:00.000Z,0.81,3,Immediate
2022,Garrett,Jones,IOL,Kansas,,2021-08-24T11:21:00.000Z,,3,Immediate
2022,Alonso,Person,LB,Kansas,,2021-12-16T12:06:00.000Z,,3,Immediate
2022,Gerard,Joseph,DL,UTEP,,2021-12-07T14:54:00.000Z,,3,Immediate
2022,Kajiya,Hollawayne,QB,UCLA,Grambling,2021-12-07T14:54:00.000Z,,3,Immediate
2022,Pierce,Devaughn,EDGE,Connecticut,,2021-12-07T14:54:00.000Z,,2,Immediate
2022,Matt,Valecce,QB,Colorado State,Albany,2022-01-03T16:35:00.000Z,,3,Immediate
2022,Perry,Carter,WR,Louisiana Monroe,,2022-01-05T00:00:00.000Z,,2,Immediate
2022,Caleb,Blake,CB,Florida State,,2021-12-23T11:17:00.000Z,,3,Immediate
2022,Odieu,Hilaire,WR,Alabama A&M,Bowling Green,2021-11-28T12:03:00.000Z,,,Immediate
2022,Joe,Ervin,RB,Kansas State,Middle Tennessee,2021-11-28T11:00:00.000Z,0.84,3,Immediate
2022,Amir,Riep,S,Ohio State,,2021-11-28T09:46:00.000Z,,4,Immediate
2022,Grady,Robison,QB,Western Kentucky,,2021-11-09T18:12:00.000Z,0.79,2,Immediate
2022,Chris,King,EDGE,Buffalo,,2021-12-20T10:57:00.000Z,,3,Immediate
2022,Stetson,Moore,TE,Liberty,,2021-12-20T10:30:00.000Z,,2,Immediate
2022,Miles,Banks,WR,UTEP,,2021-12-20T10:09:00.000Z,,2,Immediate
2022,Kameron,Allen,TE,Michigan State,SMU,2021-12-20T10:04:00.000Z,,3,Immediate
2022,Pheldarius,Payne,EDGE,Nebraska,Nebraska,2021-12-06T17:24:00.000Z,,3,Immediate
2022,Beau,Taylor,IOL,UCLA,,2021-12-06T17:24:00.000Z,,3,Immediate
2022,Ben,Bohnenberger,OG,Colgate,UMass,2021-11-30T16:51:00.000Z,,2,Immediate
2022,CJ,Jones,RB,Western Kentucky,Western Kentucky,2021-11-30T16:46:00.000Z,,,Immediate
2022,Jaquan,Amos,S,Iowa State,Ball State,2021-11-30T16:43:00.000Z,,2,Immediate
2022,Michel,Dukes,RB,Clemson,South Florida,2021-10-19T17:37:00.000Z,0.81,3,Immediate
2022,Brendon,Clark,QB,Notre Dame,Old Dominion,2021-10-19T15:30:00.000Z,0.8,3,Immediate
2022,Xavier,Hinkle,CB,New Mexico State,,2021-09-20T11:52:00.000Z,,3,Immediate
2022,Brey,Walker,OT,Oklahoma,,2021-12-03T12:16:00.000Z,0.84,3,Immediate
2022,Miles,Marshall,WR,Indiana,Miami (OH),2021-11-29T10:44:00.000Z,0.84,3,Immediate
2022,Shannon,Bishop,CB,Western Kentucky,Minnesota,2021-12-14T08:39:00.000Z,0.88,3,Immediate
2022,Vito,Calvaruso,K,Arkansas,Wisconsin,2021-12-07T08:22:00.000Z,0.78,2,Immediate
2022,Brian,Polendey,TE,Colorado State,West Virginia,2021-12-13T19:30:00.000Z,0.84,3,Immediate
2022,Jamal,Camp,IOL,Georgia Tech,,2021-11-30T13:43:00.000Z,0.81,3,Immediate
2022,Quinn,Carroll,OT,Notre Dame,Minnesota,2022-01-03T18:43:00.000Z,0.88,3,Immediate
2022,Mike,Lofton,IOL,UCF,South Florida,2021-11-30T13:42:00.000Z,0.83,3,Immediate
2022,Nnamdi,Adim-Madumere,WR,Minnesota,Central Arkansas,2022-01-03T09:18:00.000Z,,3,Immediate
2022,Travis,Tisdale,RB,Kentucky,,2021-11-30T13:12:00.000Z,,3,Immediate
2022,Cole,Snyder,QB,Rutgers,Buffalo,2021-11-30T10:54:00.000Z,0.81,3,Immediate
2022,Alex,Harper,LS,North Carolina Central,East Carolina,2022-01-01T18:29:00.000Z,,,Immediate
2022,Eric,Black,DL,Buffalo,,2021-11-29T14:33:00.000Z,0.84,3,Immediate
2022,Izayah,Green-May,LB,Wisconsin,Northern Illinois,2021-12-15T00:09:00.000Z,0.8,3,Immediate
2022,La'Vontae,Shenault,WR,Colorado,Alabama State,2021-11-21T21:40:00.000Z,0.8,3,Immediate
2022,Brian,Pierce,WR,UC Davis,,2021-11-01T14:19:00.000Z,,2,Immediate
2022,Connor,Bazelak,QB,Missouri,Indiana,2021-12-23T14:53:00.000Z,0.9,4,Immediate
2022,Ben,Johnson,OT,Marist,,2021-12-13T09:40:00.000Z,,,Immediate
2022,Gabriel,Wallace,OG,Buffalo,Buffalo,2021-12-11T14:54:00.000Z,0.89,3,Immediate
2022,Breylon,Garcia,EDGE,Nevada,Nevada,2021-12-10T14:54:00.000Z,,3,Immediate
2022,Charlie,Ely,LB,Ball State,,2021-12-09T14:53:00.000Z,,3,Immediate
2022,Johnny,Wilson,WR,Arizona State,Florida State,2021-12-21T20:46:00.000Z,0.87,3,Immediate
2022,Darrion,Henry-Young,DL,Ohio State,Kentucky,2021-12-20T10:32:00.000Z,0.89,3,Immediate
2022,Dezmon,Jackson,RB,Oklahoma State,Sam Houston State,2021-12-21T19:35:00.000Z,0.87,3,Immediate
2022,Antonio,Moultrie,EDGE,UAB,Miami,2021-12-21T16:31:00.000Z,,2,Immediate
2022,Jacob,Cowing,WR,UTEP,Arizona,2021-12-21T16:23:00.000Z,0.92,4,Immediate
2022,McKade,Mettauer,IOL,California,Oklahoma,2021-12-20T14:54:00.000Z,0.9,4,Immediate
2022,Jordan,Perryman,CB,UC Davis,Washington,2021-12-15T13:20:00.000Z,0.87,3,Immediate
2022,Jimmy,Fritzsche,IOL,Nebraska,,2021-08-18T12:14:00.000Z,,3,TBD
2022,Amauri,Pesek-Hickson,RB,Kansas,Northern Iowa,2021-12-16T11:38:00.000Z,0.83,3,Immediate
2022,Heron,Maurisseau,WR,Connecticut,,2021-12-16T11:07:00.000Z,,2,Immediate
2022,Elijah,Johnson,OT,Colorado State,,2021-12-16T11:43:00.000Z,,3,Immediate
2022,Frank,Boyd,RB,Liberty,Norfolk State,2021-12-16T10:07:00.000Z,,,Immediate
2022,Jaillen,Howze,LB,Buffalo,,2021-11-30T15:00:00.000Z,0.8,3,Immediate
2022,Trey,LaBounty,WDE,Stanford,,2021-11-30T14:53:00.000Z,0.78,2,Immediate
2022,Dominic,Collado,IOL,Miami (OH),,2021-11-30T14:46:00.000Z,0.79,2,Immediate
2022,August,Pitre,WR,Rice,,2021-11-30T14:27:00.000Z,0.81,3,Immediate
2022,Jeremiah,Houston,CB,UNLV,,2021-11-30T14:26:00.000Z,,3,Immediate
2022,Quillen,Howze,CB,Buffalo,,2021-11-30T14:24:00.000Z,0.83,3,Immediate
2022,Almosse,Titi,DL,Maryland,,2021-11-30T14:22:00.000Z,,3,Immediate
2022,Jonah,La'ulu,DL,Hawai'i,Oklahoma,2021-12-28T16:43:00.000Z,0.9,4,Immediate
2022,Jesse,Vasquez,LS,Utah State,,2021-12-28T16:41:00.000Z,,2,Immediate
2022,Tahliq,Battle,RB,Buffalo,,2021-11-30T14:15:00.000Z,,,Immediate
2022,Zach,Perkins,OT,Maryland,South Florida,2021-11-30T14:15:00.000Z,0.81,3,Immediate
2022,Aaron,Boumerhi,K,Boston College,,2021-11-30T13:59:00.000Z,,,Immediate
2022,Kyle,King,DL,Michigan State,Ball State,2021-12-31T14:58:00.000Z,0.84,3,Immediate
2022,Ivan,Pace Jr.,ILB,Miami (OH),Cincinnati,2021-12-24T16:38:00.000Z,0.86,3,Immediate
2022,M.J.,Frazier,TE,North Carolina A&T,,2021-11-27T11:30:00.000Z,,,Immediate
2022,Juwaun,Price,RB,New Mexico State,Syracuse,2021-12-02T14:53:00.000Z,0.89,3,Immediate
2022,Stephon,Zayas,EDGE,UCF,,2021-11-01T10:33:00.000Z,0.8,3,Immediate
2022,Daniel,Caloca,DT,UNLV,,2021-12-02T14:53:00.000Z,0.77,2,Immediate
2022,Jake,Mann,LS,Oklahoma,,2021-12-09T14:54:00.000Z,,,Immediate
2022,Noah,Taylor,LB,Virginia,North Carolina,2021-12-06T14:54:00.000Z,0.89,3,Immediate
2022,Charlie,Gray,LB,Marshall,Marshall,2021-12-20T11:04:00.000Z,,3,Immediate
2022,Bentley,Hanshaw,TE,BYU,Liberty,2021-12-06T14:54:00.000Z,0.79,2,Immediate
2022,C.J.,Hayes,WR,Michigan State,Syracuse,2021-12-06T14:54:00.000Z,0.81,3,Immediate
2022,Lucas,Johnson,QB,San Diego State,,2021-12-28T16:38:00.000Z,,3,Immediate
2022,Stacey,Marshall Jr.,TE,Arizona,,2021-11-29T15:29:00.000Z,,3,Immediate
2022,Halid,Djibril,S,Washington State,,2021-11-22T10:54:00.000Z,0.83,3,Immediate
2022,Jackson,Schott,LB,Miami (OH),,2021-11-01T17:25:00.000Z,0.76,2,Immediate
2022,Darius,Gooden,CB,Rutgers,UMass,2021-08-26T08:54:00.000Z,,3,Immediate
2022,Derek,Smith,OT,Central Michigan,,2021-08-25T11:22:00.000Z,0.82,3,Immediate
2022,Kobie,Turner,DL,Richmond,Wake Forest,2021-11-30T23:14:00.000Z,0.84,3,Immediate
2022,Giovanni,Iovino,LB,Washington State,,2021-12-16T14:02:00.000Z,,,Immediate
2022,Andrew,VanBuren,RB,Boise State,,2021-12-16T13:59:00.000Z,0.87,3,Immediate
2022,Jeremiah,Oatsvall,WR,Memphis,,2021-12-29T08:29:00.000Z,,3,Immediate
2022,Nick,Mardner,WR,Hawai'i,Cincinnati,2021-12-24T09:44:00.000Z,,2,Immediate
2022,Taishan,Holmes,DL,UMass,Northwestern,2021-12-16T10:08:00.000Z,0.82,3,Immediate
2022,Alec,Pell,LB,Colorado,,2021-12-13T16:50:00.000Z,,3,Immediate
2022,Avery,Morrow,RB,Nevada,Colorado State,2021-12-13T16:19:00.000Z,0.8,3,Immediate
2022,Lucious,Stanley,RB,UAB,,2021-12-07T10:44:00.000Z,,,Immediate
2022,Mitchell,Tinsley,WR,Western Kentucky,Penn State,2021-12-07T10:41:00.000Z,0.87,3,Immediate
2022,Isaiah,Neyor,WR,Wyoming,Texas,2021-12-22T16:57:00.000Z,0.9,4,Immediate
2022,Jacobi,Johnson,LB,North Texas,,2021-12-22T16:34:00.000Z,,3,Immediate
2022,Vinson,Brown,CB,Southern Mississippi,,2021-12-07T10:36:00.000Z,,3,Immediate
2022,Jesson,Walker,CB,Florida Intl,,2021-12-16T09:12:00.000Z,,2,Immediate
2022,Juliano,Falaniko,LB,USC,,2021-12-06T14:53:00.000Z,0.82,3,Immediate
2022,Michael,Shanahan,OT,UT Martin,Texas Tech,2021-12-06T11:24:00.000Z,,,Immediate
2022,Hayden,Neighbors,WR,Middle Tennessee,,2021-12-20T11:28:00.000Z,,,Immediate
2022,Jordan,Watkins,WR,Louisville,Ole Miss,2021-11-30T16:25:00.000Z,0.85,3,Immediate
2022,Virdel,Edwards,S,Iowa State,Hawai'i,2021-11-30T16:08:00.000Z,0.81,3,Immediate
2022,Jacob,Sirmon,QB,Central Michigan,Northern Colorado,2021-11-30T16:07:00.000Z,0.81,3,Immediate
2022,Antonio,Fletcher,S,Arkansas State,Southern Illinois,2021-11-30T15:46:00.000Z,0.81,3,Immediate
2022,Anthony,Switzer,S,Arkansas State,Utah State,2021-11-30T15:45:00.000Z,0.82,3,Immediate
2022,Camden,VerStrate,WR,Washington,,2021-11-30T14:41:00.000Z,,,Immediate
2022,Ar'Quel,Smith,LB,Iowa State,,2021-11-30T09:23:00.000Z,,3,Immediate
2022,Myles,Jackson,EDGE,UCLA,Indiana,2021-11-29T14:20:00.000Z,,3,Immediate
2022,Anthony,Britton,LB,The Citadel,,2021-11-29T13:52:00.000Z,,,Immediate
2022,Josiah,Miamen,TE,Iowa,Florida Intl,2021-11-11T10:27:00.000Z,,3,Immediate
2022,Anthony,Crider,LB,Toledo,,2021-12-27T12:49:00.000Z,,2,Immediate
2022,Miles,Kendrick,QB,Kansas,New Mexico,2021-12-15T13:07:00.000Z,0.83,3,Immediate
2022,Jayion,McCluster,LB,Florida State,,2021-12-07T10:36:00.000Z,,3,Immediate
2022,Kenneth,Dicks III,CB,Wake Forest,,2021-12-07T10:35:00.000Z,,3,Immediate
2022,Jamari,Stewart,EDGE,South Florida,,2021-12-07T08:10:00.000Z,0.8,3,TBD
2022,Demarcus,Gregory,WR,South Florida,,2021-12-07T08:09:00.000Z,,3,Immediate
2022,Konata,Mumpfield,WR,Akron,Pittsburgh,2021-12-07T07:17:00.000Z,0.87,3,Immediate
2022,Chase,Locke,WR,USC,,2021-12-07T07:17:00.000Z,,,Immediate
2022,Saia,Mapakaitolo,OT,Minnesota,,2021-12-06T21:07:00.000Z,,3,Immediate
2022,Christopher,Brooks,RB,California,BYU,2021-12-06T18:35:00.000Z,0.87,3,Immediate
2022,William,Green,DL,Liberty,Nevada,2021-12-20T08:50:00.000Z,,3,Immediate
2022,Jason,Brown,QB,South Carolina,Virginia Tech,2021-12-15T10:21:00.000Z,0.83,3,Immediate
2022,Cole,Garcia,IOL,Rice,UMass,2021-12-03T16:50:00.000Z,,2,Immediate
2022,Kristopher,Moll,LB,UAB,,2021-12-03T16:50:00.000Z,,2,Immediate
2022,Marcelo,Mendiola,OT,Cincinnati,Bowling Green,2021-12-03T16:49:00.000Z,0.81,3,Immediate
2022,Hunter,Echols,EDGE,USC,Arizona,2021-12-06T18:35:00.000Z,0.83,3,Immediate
2022,Ian,Deneen,LS,South Florida,,2021-12-02T14:53:00.000Z,0.81,3,Immediate
2022,Jared,Casey,LB,Kentucky,Indiana,2021-12-02T14:53:00.000Z,,4,Immediate
2022,Wankeith,Akin,CB,Buffalo,,2021-12-02T14:53:00.000Z,0.79,2,Immediate
2022,George,Qualls,WR,Akron,,2021-12-01T14:53:00.000Z,0.8,3,Immediate
2022,Keaton,Altman,OT,McNeese,Sam Houston State,2021-12-01T10:56:00.000Z,,,Immediate
2022,Tylan,Grable,IOL,Jacksonville State,UCF,2021-12-15T21:44:00.000Z,,,Immediate
2022,Nick,Williams,OT,Kansas,,2021-12-15T20:45:00.000Z,,3,Immediate
2022,Shayne,Simon,LB,Notre Dame,Pittsburgh,2021-12-19T08:52:00.000Z,0.86,3,Immediate
2022,Jurriente,Davis,LB,Middle Tennessee,Jackson State,2021-12-06T14:54:00.000Z,,,Immediate
2022,Dillon,Thomas,CB,Northern Illinois,,2021-12-18T19:54:00.000Z,,2,Immediate
2022,Tucker,Barefoot,K,Southern Mississippi,,2021-12-17T14:32:00.000Z,,,Immediate
2022,Alex,Williams,EDGE,Vanderbilt,,2021-12-17T14:32:00.000Z,,3,TBD
2022,Zamari,Ellis,EDGE,Duke,,2021-12-17T12:54:00.000Z,,3,Immediate
2022,Anthony,Ward,LB,Washington,,2021-12-17T12:21:00.000Z,,,Immediate
2022,Norval,Black,WR,Penn State,,2021-12-17T12:20:00.000Z,,3,Immediate
2022,Marcus,Cushnie,EDGE,Florida State,UMass,2021-12-17T11:20:00.000Z,,,Immediate
2022,Rayvon,Crum,OT,North Texas,,2021-12-17T11:11:00.000Z,,3,Immediate
2022,Kelvin,Clemmons,CB,Houston,,2021-12-17T09:58:00.000Z,,3,Immediate
2022,Jared,Wiley,TE,Texas,TCU,2021-12-17T09:39:00.000Z,0.84,3,Immediate
2022,Emmanuel,Appiah-Takyi,CB,UCF,,2021-12-17T09:31:00.000Z,,3,Immediate
2022,Casey,Thompson,QB,Texas,Nebraska,2021-12-17T00:00:00.000Z,0.87,3,Immediate
2022,Sam,Taimani,DL,Washington,Oregon,2021-12-16T11:28:00.000Z,0.88,3,Immediate
2022,Miles,Fallin,QB,Kansas,,2021-12-16T00:34:00.000Z,,,Immediate
2022,Jayden,Jernigan,DL,Oklahoma State,Missouri,2021-12-15T12:14:00.000Z,0.89,3,Immediate
2022,Mark,Redman,TE,Washington,San Diego State,2021-12-13T11:36:00.000Z,0.84,3,Immediate
2022,Jagger,LaRoe,QB,Ohio State,,2021-12-05T14:54:00.000Z,,,Immediate
2022,Jordan,Redmond,DL,Virginia,,2021-12-04T11:36:00.000Z,0.82,3,Immediate
2022,Marcus,Tillman Jr.,LB,Texas,,2021-12-03T14:53:00.000Z,0.81,3,Immediate
2022,Lowell,Narcisse,QB,UT San Antonio,Nicholls,2021-12-15T14:28:00.000Z,,3,Immediate
2022,Collin,James,IOL,Abilene Christian,New Mexico,2021-12-15T19:14:00.000Z,,,Immediate
2022,Bryce,Austin,DL,Purdue,,2021-12-15T14:32:00.000Z,,3,Immediate
2022,Ian,Stewart,WR,Michigan State,,2021-12-20T11:25:00.000Z,,3,Immediate
2022,Parker,Moorer,OT,West Virginia,East Carolina,2021-11-30T08:02:00.000Z,,3,Immediate
2022,Ladarius,Tennison,S,Auburn,Ole Miss,2021-11-30T07:56:00.000Z,0.9,4,Immediate
2022,Khameron,Taylor,TE,Indiana,,2021-11-08T11:31:00.000Z,0.79,2,Immediate
2022,Will,Latu,LB,Washington,,2021-12-27T13:12:00.000Z,,4,Immediate
2022,Shamar,Jones,DL,Indiana,,2021-12-06T17:40:00.000Z,,3,Immediate
2022,Cameron,Lockridge,CB,Hawai'i,Fresno State,2021-12-06T17:36:00.000Z,0.88,3,Immediate
2022,Dartanyan,Tinsley,IOL,Kentucky Christian,Cincinnati,2021-12-06T17:25:00.000Z,0.86,3,Immediate
2022,Levi,Williams,QB,Wyoming,Utah State,2021-12-22T16:33:00.000Z,0.9,4,Immediate
2022,Daveon,Hunter,RB,Hawai'i,Liberty,2021-12-01T08:45:00.000Z,0.85,3,Immediate
2022,Jeremy,Smith,RB,Marshall,,2021-12-20T08:50:00.000Z,,3,Immediate
2022,Houston,Heimuli,RB,Stanford,BYU,2021-12-01T08:43:00.000Z,0.85,3,Immediate
2022,Marvin,Scott III,RB,Nebraska,Florida Atlantic,2021-12-15T08:42:00.000Z,0.87,3,Immediate
2022,Dylan,McGill,WR,Minnesota,Pittsburg State,2021-11-30T10:52:00.000Z,,3,Immediate
2022,Parker,McQuarrie,QB,UCLA,,2021-11-30T10:47:00.000Z,0.84,3,Immediate
2022,Dominique,Ratcliff,DL,Louisiana,Texas State,2021-11-12T10:49:00.000Z,0.81,3,Immediate
2022,Edgar,Burrola,OT,Arizona,,2021-09-22T14:45:00.000Z,0.82,3,Immediate
2022,Tee,Denson,CB,Kansas State,Purdue,2021-12-03T16:48:00.000Z,0.87,3,Immediate
2022,Desmond,Daniels,TE,Louisville,,2021-12-03T16:26:00.000Z,0.8,3,Immediate
2022,Thomas,Joe-Kamara,LB,Temple,Monmouth,2021-09-22T14:42:00.000Z,,3,Immediate
2022,Messiah,Swinson,TE,Missouri,Arizona State,2021-11-29T10:01:00.000Z,0.87,3,Immediate
2022,Gabe,Reid,LB,Stanford,,2021-12-07T12:01:00.000Z,0.85,3,Immediate
2022,Jevyon,Ducker,RB,Northern Illinois,Memphis,2021-12-22T13:19:00.000Z,0.89,3,Immediate
2022,Lummie,Young,S,Duke,Tulane,2021-11-28T17:44:00.000Z,0.84,3,Immediate
2022,James,Miller,LB,Indiana,South Alabama,2021-12-22T09:20:00.000Z,,3,Immediate
2022,Sinjun,Astani,DL,San José State,,2021-12-14T00:00:00.000Z,,2,Immediate
2022,Deuce,Spann,WR,Illinois,Florida State,2021-12-22T17:12:00.000Z,0.82,3,Immediate
2022,Alec,Bornhorst,QB,Miami (OH),,2021-11-29T14:55:00.000Z,,,Immediate
2022,Kevin,Mensah,RB,Connecticut,,2021-12-15T12:51:00.000Z,0.87,3,Immediate
2022,Fredrick,Smith,CB,Southern Mississippi,,2021-11-01T15:55:00.000Z,0.78,2,Immediate
2022,Jamin,Graham,LB,Nebraska,,2021-08-24T21:28:00.000Z,0.79,2,Immediate
2022,Peyton,Powell,S,Rutgers,Cisco College,2021-08-24T16:18:00.000Z,0.82,3,Immediate
2022,Ryan,Swoboda,OT,Virginia,UCF,2021-12-16T14:43:00.000Z,,3,Immediate
2022,Vince,Picozzi,IOL,Colorado State,,2021-12-16T14:12:00.000Z,,,Immediate
2022,Reese,Taylor,CB,Indiana,Purdue,2021-12-16T14:09:00.000Z,0.87,3,Immediate
2022,Michael,Gravely Jr.,S,Michigan State,,2021-12-03T09:59:00.000Z,,3,Immediate
2022,Jack,Green,IOL,South Alabama,Central Arkansas,2021-12-03T08:43:00.000Z,0.75,2,Immediate
2022,Farrell,Hester,LB,UNLV,,2021-12-03T08:42:00.000Z,0.79,2,Immediate
2022,Malakai,Salu,LB,UNLV,,2021-12-03T08:40:00.000Z,0.75,2,Immediate
2022,Jamahl,Horne,WR,Kansas,,2021-12-16T13:58:00.000Z,,,Immediate
2022,Andre,Sam,ATH,McNeese,Marshall,2021-12-15T20:00:00.000Z,,,Immediate
2022,Isaiah,Norman,S,Austin Peay,Marshall,2021-12-15T19:59:00.000Z,,2,Immediate
2022,Carlos,Becker,CB,Florida State,,2021-09-07T15:48:00.000Z,,4,Immediate
2022,Shakel,Brown,DL,Troy,Troy,2021-09-07T17:25:00.000Z,,2,Immediate
2022,Victor,Oluwatimi,IOL,Virginia,Michigan,2021-12-06T14:17:00.000Z,0.91,4,Immediate
2022,Sevion,Morrison,RB,Nebraska,Kansas,2021-11-15T17:43:00.000Z,0.87,3,Immediate
2022,Kobay,White,WR,Boston College,,2021-12-01T11:24:00.000Z,,3,Immediate
2022,Zach,Gibson,QB,Akron,Georgia Tech,2021-11-29T12:31:00.000Z,0.87,3,Immediate
2022,Terrell,Warner,WR,New Mexico State,,2021-12-01T11:31:00.000Z,,2,Immediate
2022,Rashard,Jackson,RB,Maryland,,2021-12-01T10:40:00.000Z,,,Immediate
2022,Malcolm,Davidson,RB,Florida Atlantic,,2021-12-01T10:40:00.000Z,,3,Immediate
2022,Deon,Jones,S,Boston College,James Madison,2021-12-01T09:44:00.000Z,0.82,3,Immediate
2022,Layne,Hatcher,QB,Arkansas State,Texas State,2021-12-01T09:31:00.000Z,0.84,3,Immediate
2022,Joel,Felder,ATH,Florida Intl,,2021-12-01T08:50:00.000Z,0.79,2,Immediate
2022,Kilohana,Haasenritter,WR,Hawai'i,,2021-12-01T08:46:00.000Z,,3,Immediate
2022,JD,Head,QB,Louisiana Tech,North Texas,2021-12-03T15:14:00.000Z,,3,Immediate
2022,Isiah,Cox,WR,Ohio,Alabama A&M,2021-12-14T16:19:00.000Z,0.8,3,Immediate
2022,Khalan,Laborn,RB,Florida State,Marshall,2021-12-15T00:00:00.000Z,,5,TBD
2022,Tylan,Hines,RB,Air Force,Hawai'i,2021-12-14T17:51:00.000Z,,3,Immediate
2022,Daeshawn,Davis,ATH,Iowa State,,2021-12-14T13:31:00.000Z,,3,Immediate
2022,Jacob,Gardner,OT,Nevada,Colorado State,2021-12-10T15:02:00.000Z,0.84,3,Immediate
2022,Tory,Horton,ATH,Nevada,Colorado State,2021-12-10T12:14:00.000Z,0.87,3,Immediate
2022,Stone,Earle,PRO,Abilene Christian,North Texas,2021-12-08T14:53:00.000Z,0.82,3,Immediate
2022,Remington,Lutz,TE,Abilene Christian,Southern Illinois,2021-11-28T11:36:00.000Z,0.79,2,Immediate
2022,Shaundre,Mims,DL,Charleston Southern,East Carolina,2021-11-23T08:02:00.000Z,0.84,3,Immediate
2022,Todd,Centeio,QB,Colorado State,James Madison,2021-12-14T21:27:00.000Z,,3,Immediate
2022,Kenan,Christon,RB,USC,,2021-12-14T21:05:00.000Z,,3,Immediate
2022,David,Beckum,CB,Ole Miss,,2021-12-14T16:17:00.000Z,,,Immediate
2022,Taisun,Phommachanh,QB,Clemson,,2021-12-03T14:59:00.000Z,0.82,3,Immediate
2022,Isaiah,Richardson,S,Rice,,2021-12-03T14:58:00.000Z,,2,Immediate
2022,Jacob,Rodriguez,QB,Virginia,Texas Tech,2021-12-03T14:54:00.000Z,0.85,3,Immediate
2022,Blake,Aragon,WR,Texas State,,2021-12-03T10:00:00.000Z,,3,Immediate
2022,Mario,Love,CB,NC State,North Carolina A&T,2021-12-03T08:39:00.000Z,,3,Immediate
2022,Enzo,Jennings,S,Penn State,,2021-12-02T16:33:00.000Z,,4,Immediate
2022,Jalen,Goss,OT,Florida State,Florida A&M,2021-12-01T14:53:00.000Z,0.8,3,Immediate
2022,Adrian,Cole,CB,Syracuse,Florida Intl,2021-12-01T14:52:00.000Z,0.85,3,Immediate
2022,Ty,Wise,LB,Indiana,Miami (OH),2021-12-13T10:41:00.000Z,,3,Immediate
2022,Luke,Benson,TE,Syracuse,Georgia Tech,2021-12-01T14:51:00.000Z,0.82,3,Immediate
2022,Jaden,Mitchell,WR,Arizona,,2021-12-01T14:49:00.000Z,,3,Immediate
