season,firstName,lastName,position,origin,destination,transferDate,rating,stars,eligibility
2022,Craig,Young,S,Ohio State,Kansas,2021-12-04T11:32:00.000Z,0.87,3,Immediate
2022,Shamar,Martin,CB,UCLA,,2021-12-04T10:49:00.000Z,,3,Immediate
2022,Kila,Kamakawiwo'ole,LB,Hawai'i,,2021-11-30T14:01:00.000Z,0.77,2,Immediate
2022,Ryan,Coe,K,Delaware,Cincinnati,2021-11-30T13:59:00.000Z,,,Immediate
2022,Jared,Behrens,LB,Navy,,2021-11-16T14:51:00.000Z,0.79,2,Immediate
2022,Jojo,Forest,CB,Oregon State,,2021-09-29T14:05:00.000Z,,3,Immediate
2022,Lamar,Mullins,S,Georgia State,,2021-08-16T13:54:00.000Z,,3,Immediate
2022,Joey,Gatewood,QB,Kentucky,UCF,2021-08-16T09:29:00.000Z,,4,Immediate
2022,DaMarcus,Thomas,TE,Ole Miss,South Alabama,2021-12-01T16:17:00.000Z,0.82,3,Immediate
2022,Jack,Beresford,DL,Washington State,,2021-12-01T16:01:00.000Z,,,Immediate
2022,Tico,Brown,DL,Central Michigan,Missouri State,2021-12-01T15:54:00.000Z,0.82,3,Immediate
2022,Jaylon,Baker,CB,Virginia,,2021-12-01T15:34:00.000Z,,3,Immediate
2022,Cauren,Lynch,RB,Toledo,,2021-12-09T12:01:00.000Z,,3,Immediate
2022,Dalton,Tomlison,IOL,UMass,,2021-12-01T15:21:00.000Z,,3,Immediate
2022,Jack,Sears,QB,Boise State,,2021-12-01T15:20:00.000Z,0.82,3,Immediate
2022,Ke'von,Ahmad,WR,UCF,,2021-11-30T13:33:00.000Z,,3,Immediate
2022,Gunnar,Holmberg,QB,Duke,Florida Intl,2021-12-13T13:26:00.000Z,0.8,3,Immediate
2022,Abdoul,Kone,LB,UMass,,2021-09-27T14:58:00.000Z,,3,Immediate
2022,Adam,Stack,K,Hawai'i,,2021-12-08T17:08:00.000Z,,3,Immediate
2022,M.J.,Griffin,S,Temple,Louisville,2021-12-01T14:47:00.000Z,0.86,3,Immediate
2022,Aaron,Faumui,DL,Virginia,,2021-12-13T09:58:00.000Z,,3,Immediate
2022,Thomaz,Whitford,TE,New Mexico State,,2021-12-01T14:35:00.000Z,,3,Immediate
2022,Michael,Onyemaobi,S,TCU,,2021-12-11T13:00:00.000Z,,3,Immediate
2022,Earl,Barquet,DL,TCU,USC,2021-12-09T08:58:00.000Z,0.86,3,Immediate
2022,Gavin,Reinwald,TE,California,,2021-12-08T17:09:00.000Z,,2,Immediate
2022,Josh,Newton,CB,Louisiana Monroe,,2021-12-02T15:58:00.000Z,0.87,3,Immediate
2022,Corey,Gaynor,IOL,Miami,North Carolina,2021-12-02T15:57:00.000Z,0.84,3,Immediate
2022,Nason,Simmons,OT,Arkansas State,,2021-12-02T15:14:00.000Z,,3,Immediate
2022,Jalon,Ferrell,S,Connecticut,,2021-12-01T13:42:00.000Z,,2,Immediate
2022,Martin,Laham,WR,UMass,,2021-12-01T13:41:00.000Z,,,Immediate
2022,Donovan,Dalton,S,Hawai'i,,2021-11-30T14:03:00.000Z,0.8,3,Immediate
2022,Ger-Cari,Caldwell,WR,South Carolina,,2021-11-30T13:59:00.000Z,,3,Immediate
2022,Jakairi,Moses,RB,Western Kentucky,,2021-11-16T12:19:00.000Z,0.79,2,Immediate
2022,Marcus,McElroy,RB,Colorado State,McNeese,2021-12-15T09:23:00.000Z,0.79,2,Immediate
2022,Walker,Hankinson,OT,Louisiana Tech,,2021-08-11T10:45:00.000Z,,2,Immediate
2022,Tyrone,Truesdell,DL,Auburn,Florida,2021-08-11T08:57:00.000Z,,3,Immediate
2022,Sterlin,Ortiz,S,Hawai'i,,2021-08-10T12:53:00.000Z,,2,Immediate
2022,Conrad,Hawley,QB,Kansas,,2021-12-15T10:29:00.000Z,,3,Immediate
2022,Jonah,Johnson,QB,New Mexico State,,2021-12-01T13:49:00.000Z,,2,Immediate
2022,Jermaine,Hamilton-Jordan,S,Arkansas,,2021-12-15T09:32:00.000Z,,3,Immediate
2022,JT,Towers,LB,Arkansas,,2021-12-15T09:31:00.000Z,,3,Immediate
2022,Jackson,Hannah,LB,Nebraska,Tennessee,2021-12-15T09:14:00.000Z,,3,Immediate
2022,Andy,Boykin,DL,Arkansas,,2021-12-15T08:53:00.000Z,,3,Immediate
2022,Liam,Douglass,IOL,USC,,2021-12-14T20:43:00.000Z,,3,Immediate
2022,Avery,Demmons,OT,Arkansas State,,2021-12-02T15:01:00.000Z,,,Immediate
2022,Christian,Hunter,RB,Colorado State,,2021-12-14T17:02:00.000Z,,2,Immediate
2022,Ali'Vonta,Wallace,LB,Western Michigan,,2021-12-14T16:31:00.000Z,,2,Immediate
2022,Chevan,Cordeiro,QB,Hawai'i,San José State,2021-12-01T14:59:00.000Z,0.85,3,Immediate
2022,Kedon,Slovis,QB,USC,Pittsburgh,2021-12-13T11:17:00.000Z,0.91,4,Immediate
2022,Boone,Abbott,QB,Hawai'i,Dixie State,2021-12-14T12:52:00.000Z,,3,Immediate
2022,Eric,Taylor,DL,LSU,,2021-08-09T17:23:00.000Z,,4,Immediate
2022,Janari,Dean,S,Mississippi State,Southern Mississippi,2021-12-13T09:57:00.000Z,0.86,3,Immediate
2022,Kariem,Al Soufi,IOL,Virginia,,2021-12-13T09:12:00.000Z,,3,Immediate
2022,Corey,Suttle,DL,Iowa State,,2021-12-13T08:59:00.000Z,,3,Immediate
2022,Dreyden,Norwood,CB,Texas A&M,Missouri,2021-12-13T08:29:00.000Z,0.87,3,Immediate
2022,Devon,Robinson,DL,Memphis,Akron,2021-12-13T08:05:00.000Z,0.82,3,Immediate
2022,Logan,Kendall,TE,Idaho,Utah,2021-12-12T12:03:00.000Z,0.85,3,Immediate
2022,Syrus,Dumas,CB,New Mexico State,,2021-12-01T14:53:00.000Z,0.81,3,Immediate
2022,Carter,Boatwright,TE,Florida State,Florida Atlantic,2021-12-12T17:42:00.000Z,0.81,3,Immediate
2022,Michael,Mathison,WR,Akron,Western Kentucky,2021-12-12T14:05:00.000Z,0.84,3,Immediate
2022,Caleb,Snead,WR,Campbell,Liberty,2021-12-12T12:02:00.000Z,0.84,3,Immediate
2022,Derek,Ferraro,OT,Rice,,2021-12-01T17:31:00.000Z,,2,Immediate
2022,Jafar,Armstrong,WR,Illinois,,2021-12-01T17:11:00.000Z,,3,Immediate
2022,Aaron,Holloway,WR,UNLV,,2021-12-01T17:04:00.000Z,,3,Immediate
2022,Sidney,Walker,IOL,Connecticut,Buffalo,2021-12-01T12:40:00.000Z,0.81,3,Immediate
2022,Cade,Parrish,OT,BYU,Utah State,2021-12-01T12:31:00.000Z,,3,Immediate
2022,Cooper,Nelson,WR,Wisconsin,,2021-12-01T12:05:00.000Z,,,Immediate
2022,Andrew,Cole,DL,Southern Mississippi,,2021-12-01T11:57:00.000Z,,2,Immediate
2022,Naasir,Watkins,OT,Kentucky,,2021-12-01T11:56:00.000Z,,3,Immediate
2022,Tyler,Kiehne,DL,UCLA,New Mexico,2021-12-15T11:54:00.000Z,,3,Immediate
2022,JH,Tevis,EDGE,California,Indiana,2021-12-06T15:18:00.000Z,0.87,3,Immediate
2022,Jarius,Reimonenq,CB,Arkansas State,James Madison,2021-12-02T15:12:00.000Z,,3,Immediate
2022,Jake,Siegal,DL,Washington State,,2021-08-12T08:38:00.000Z,,,Immediate
2022,Parker,Lewis,K,USC,,2021-12-13T13:49:00.000Z,,3,Immediate
2022,Linwood,Crump,CB,Colorado State,,2021-12-13T12:17:00.000Z,,2,Immediate
2022,Marquez,Bembry,LB,Kentucky,,2021-12-13T13:35:00.000Z,,3,Immediate
2022,Ja'Darien,Boykin,EDGE,Louisville,,2021-12-13T13:09:00.000Z,,4,Immediate
2022,Zach,Calzada,QB,Texas A&M,Auburn,2021-12-13T11:31:00.000Z,0.88,3,Immediate
2022,Rhedi,Short,S,Arizona,,2021-12-08T13:39:00.000Z,,3,Immediate
2022,Terrell,Brown,RB,Houston,Trinity Valley C.C.,2021-08-09T14:47:00.000Z,0.79,2,Immediate
2022,Cooper,McDonald,LB,Washington,,2021-12-08T15:40:00.000Z,,3,Immediate
2022,Jamar,Richardson,WR,Ole Miss,South Alabama,2021-12-08T13:43:00.000Z,0.83,3,Immediate
2022,Zay,Peterson,LB,Louisville,Middle Tennessee,2021-12-08T13:36:00.000Z,0.82,3,Immediate
2022,Leslie,Smith,LB,Pittsburgh,,2021-12-08T13:23:00.000Z,,3,Immediate
2022,Cade,Briggs,IOL,New Mexico,Texas Tech,2021-11-29T17:18:00.000Z,0.85,3,Immediate
2022,Patrick,Jenkins,DL,TCU,Tulane,2021-12-15T14:53:00.000Z,0.87,3,Immediate
2022,Rafiti,Ghirmai,IOL,Texas,,2021-12-06T14:06:00.000Z,0.82,3,Immediate
2022,Nolan,Gorczyca,OT,Buffalo,Kansas,2021-12-06T13:57:00.000Z,0.82,3,Immediate
2022,Jayden,Simon,DL,Colorado,Tulsa,2021-12-06T13:56:00.000Z,0.82,3,Immediate
2022,Jake,Lichtenstein,DL,USC,Miami,2021-12-06T13:15:00.000Z,0.87,3,Immediate
2022,Aaron,Allen,QB,Louisiana Tech,Alcorn State,2021-12-06T11:52:00.000Z,0.81,3,Immediate
2022,Jordan,Banks,EDGE,Arizona State,Northwestern State,2021-12-06T11:35:00.000Z,0.87,3,Immediate
2022,Cooper,Lutz,RB,Syracuse,,2021-12-06T11:23:00.000Z,0.81,3,Immediate
2022,Jack,Camper,DL,Michigan State,Virginia,2021-12-13T08:03:00.000Z,,3,Immediate
2022,Davion,Ervin-Poindexter,RB,Indiana,,2021-12-13T08:00:00.000Z,,,Immediate
2022,Ta'Quan,Roberson,QB,Penn State,Connecticut,2021-12-13T08:00:00.000Z,0.85,3,Immediate
2022,Keontez,Lewis,WR,UCLA,Wisconsin,2021-12-12T19:37:00.000Z,,3,Immediate
2022,Jackson,Bratton,LB,Alabama,UAB,2021-11-29T08:58:00.000Z,0.85,3,Immediate
2022,Joshua,Hayes,CB,Virginia,Kansas State,2021-10-11T10:58:00.000Z,0.85,3,Immediate
2022,Bryce,Petersen,IOL,Akron,San José State,2021-08-25T17:30:00.000Z,0.85,3,Immediate
2022,Amir,Siddiq,LB,Central Michigan,,2021-11-29T16:10:00.000Z,0.85,3,Immediate
2022,Ira,Henry III,IOL,Florida State,Memphis,2021-12-02T13:14:00.000Z,,3,Immediate
2022,Deion,Smith,WR,LSU,,2021-12-08T17:07:00.000Z,,4,Immediate
2022,Gregory,Desrosiers,ATH,Louisville,UMass,2021-12-08T13:14:00.000Z,,,Immediate
2022,Tommi,Hill,CB,Arizona State,Nebraska,2021-12-08T12:47:00.000Z,0.9,4,Immediate
2022,Jahmar,Brown,LB,South Carolina,,2021-12-06T16:40:00.000Z,,3,Immediate
2022,Brandon,Moore,CB,Florida State,,2021-08-25T15:50:00.000Z,,3,Immediate
2022,Jalen,Berger,RB,Wisconsin,Michigan State,2021-10-13T20:48:00.000Z,0.89,3,Immediate
2022,Miles,Frazier,OT,Florida Intl,LSU,2021-12-16T09:31:00.000Z,0.92,4,Immediate
2022,DJ,Warnell,S,UCLA,Arizona,2021-11-30T10:53:00.000Z,0.85,3,Immediate
2022,Chase,Williams,S,USC,,2021-12-07T19:49:00.000Z,0.83,3,Immediate
2022,Ahmani,Marshall,RB,Wake Forest,Appalachian State,2021-12-06T15:14:00.000Z,0.87,3,Immediate
2022,Larry,Dowdy,OT,Appalachian State,,2021-12-06T15:12:00.000Z,,3,Immediate
2022,Ricky,White,WR,Michigan State,,2021-12-06T14:20:00.000Z,,3,Immediate
2022,RaJae,Johnson,WR,UAB,Troy,2021-12-06T14:11:00.000Z,0.84,3,Immediate
2022,Mark,Jackson Jr.,EDGE,TCU,Western New Mexico,2021-08-04T14:02:00.000Z,0.8,3,TBD
2022,Landon,Jackson,EDGE,LSU,Arkansas,2021-12-08T12:47:00.000Z,0.9,4,Immediate
2022,Max,Banes,OT,Houston,Akron,2021-12-08T10:08:00.000Z,,3,Immediate
2022,James,Wright,S,Kansas,,2021-12-08T09:55:00.000Z,,3,Immediate
2022,Justin,Menard,WR,UCF,,2021-09-22T10:22:00.000Z,,3,Immediate
2022,Jordan,Huff,CB,Georgia Tech,,2021-08-05T10:05:00.000Z,0.8,3,Immediate
2022,Brandy,Okeke,EDGE,Washington State,,2021-08-04T15:27:00.000Z,,,Immediate
2022,Hassan,Hall,RB,Louisville,Georgia Tech,2021-11-11T12:36:00.000Z,0.86,3,Immediate
2022,Karon,Prunty,CB,South Carolina,North Carolina A&T,2021-08-12T14:53:00.000Z,,3,Immediate
2022,Lyn-J,Dixon,RB,Clemson,West Virginia,2021-09-21T10:02:00.000Z,0.86,3,Immediate
2022,Terrence,Lewis,LB,Maryland,UCF,2021-11-29T15:30:00.000Z,0.89,3,Immediate
2022,Jake,Bobo,WR,Duke,UCLA,2021-11-29T14:51:00.000Z,0.89,3,Immediate
2022,Paul,Tchio,OT,Clemson,Georgia Tech,2021-11-09T15:10:00.000Z,0.88,3,Immediate
2022,Antonio,Doyle,EDGE,Texas A&M,Jackson State,2021-11-05T10:40:00.000Z,0.88,3,Immediate
2022,Marcus,Bradley,DL,Vanderbilt,UMass,2021-11-01T10:56:00.000Z,0.88,3,Immediate
2022,Terrence,Cooks,LB,Texas,TCU,2021-11-04T10:13:00.000Z,0.86,3,Immediate
2022,Jack,Miller,QB,Ohio State,Florida,2021-11-28T16:43:00.000Z,0.86,3,Immediate
2022,Adrian,Martinez,QB,Nebraska,Kansas State,2021-12-02T13:11:00.000Z,0.86,3,Immediate
2022,Sam,Crawford,WR,Tulsa,Rice,2021-11-29T16:28:00.000Z,0.86,3,Immediate
2022,Josh,Henderson,RB,North Carolina,Indiana,2021-10-25T10:49:00.000Z,0.85,3,Immediate
2022,Joshua,Moore,WR,Texas,SMU,2021-11-08T14:49:00.000Z,0.85,3,Immediate
2022,Chubba,Purdy,QB,Florida State,Nebraska,2021-11-03T11:59:00.000Z,0.85,3,Immediate
2022,Sam,Brown,WR,West Virginia,Houston,2021-11-11T14:34:00.000Z,0.85,3,Immediate
2022,Pierce,Withers,S,Florida Intl,Florida Intl,2021-12-12T09:12:00.000Z,,3,Immediate
2022,Latrell,Fordham,WR,Eastern Michigan,,2021-12-02T08:35:00.000Z,0.82,3,Immediate
2022,Eugene,Asante,LB,North Carolina,Auburn,2021-12-02T08:04:00.000Z,0.88,3,Immediate
2022,Evan,Deckers,LS,UMass,Duke,2021-12-02T04:16:00.000Z,0.84,3,Immediate
2022,Andres,Fox,EDGE,Stanford,,2021-12-01T21:35:00.000Z,,4,Immediate
2022,Shaun,Peterson Jr.,RB,Florida Intl,,2021-11-30T10:40:00.000Z,0.84,3,Immediate
2022,Trevyn,Heil,IOL,Nevada,Colorado State,2021-12-15T18:02:00.000Z,,3,Immediate
2022,Monte,Williams,IOL,UT San Antonio,"Tyler J.C. ",2021-12-07T18:01:00.000Z,,,Immediate
2022,KD,McDaniel,LB,Kentucky,UCF,2021-12-07T17:25:00.000Z,,3,Immediate
2022,Isaiah,Esdale,WR,West Virginia,,2021-12-07T17:24:00.000Z,0.84,3,Immediate
2022,Ilaisa,Gonebure,DL,San Diego State,,2021-12-07T17:23:00.000Z,,3,Immediate
2022,Justin,Marshall,WR,Louisville,Buffalo,2021-12-07T17:22:00.000Z,0.86,3,Immediate
2022,Jaylen,Hall,WR,Western Michigan,Western Kentucky,2021-12-07T17:20:00.000Z,0.83,3,Immediate
2022,Joey,Capra,IOL,San Diego State,Nevada,2021-12-07T14:02:00.000Z,,3,Immediate
2022,Tru,Thompson,DL,Florida State,Jackson State,2021-12-07T11:48:00.000Z,,3,Immediate
2022,Ira,Armstead,QB,Virginia,Eastern Illinois,2021-12-09T14:53:00.000Z,0.81,3,Immediate
2022,Hunter,Anthony,OT,Oklahoma State,Nebraska,2021-12-06T11:23:00.000Z,0.87,3,Immediate
2022,Michael,Bowe,EDGE,New Mexico State,,2021-12-06T11:20:00.000Z,,3,Immediate
2022,Tyler,Johnston,QB,UAB,Towson,2021-12-06T11:19:00.000Z,0.84,3,Immediate
2022,Steven,Parker,EDGE,Kansas,,2021-12-06T09:27:00.000Z,,4,Immediate
2022,Joseph,Scates,WR,Iowa State,Memphis,2021-12-06T10:53:00.000Z,0.86,3,Immediate
2022,Marquez,Bell,WR,Cincinnati,Old Dominion,2021-12-06T10:11:00.000Z,,3,Immediate
2022,Marques,Caldwell,S,Texas,,2021-12-06T09:14:00.000Z,0.81,3,Immediate
2022,Da’Quan,Bailey-Brown,WR,Southern Mississippi,,2021-12-06T09:06:00.000Z,,3,Immediate
2022,C.J.,Onyechi,EDGE,Rutgers,Colorado State,2021-12-06T08:18:00.000Z,,3,Immediate
2022,Jaleel,McRae,LB,Florida State,Florida Atlantic,2021-12-06T08:11:00.000Z,0.82,3,Immediate
2022,Rourke,Freeburg,LB,Arizona,Toledo,2021-12-15T16:50:00.000Z,,2,Immediate
2022,Chris,Carpenter,WR,Colorado,UT San Antonio,2021-12-05T12:36:00.000Z,,3,Immediate
2022,Joseph,White,S,Virginia,,2021-12-05T09:56:00.000Z,0.84,3,Immediate
2022,Keyon,Blankenbaker,CB,Wyoming,,2021-12-04T22:25:00.000Z,,2,Immediate
2022,Jatorian,Hansford,EDGE,Missouri,South Florida,2021-12-02T12:55:00.000Z,,3,Immediate
2022,Ray,Thornton,S,Clemson,South Florida,2021-12-02T12:23:00.000Z,0.84,3,Immediate
2022,Gary,Smith,DL,Duke,,2021-12-02T09:13:00.000Z,0.85,3,Immediate
2022,Prudy,Calderon,S,Rice,,2021-12-02T08:59:00.000Z,0.8,3,Immediate
2022,Christian,Smith,WR,Eastern Michigan,,2021-12-02T08:48:00.000Z,,,Immediate
2022,Jalil,Clemons,EDGE,Memphis,Southern Mississippi,2021-12-02T08:45:00.000Z,0.83,3,Immediate
2022,Jacoby,Windmon,LB,UNLV,Michigan State,2021-11-28T22:09:00.000Z,0.89,3,Immediate
2022,Jadan,Blue,WR,Temple,Virginia Tech,2021-11-10T17:10:00.000Z,0.89,3,Immediate
2022,Mohamed,Sanogo,LB,Ole Miss,Louisville,2021-11-29T16:40:00.000Z,0.88,3,Immediate
2022,Khris,Bogle,EDGE,Florida,Michigan State,2021-12-01T15:26:00.000Z,0.88,3,Immediate
2022,Beau,Corrales,WR,North Carolina,SMU,2021-12-02T08:01:00.000Z,0.88,3,Immediate
2022,Jeremy,Lucien,CB,Connecticut,,2021-11-24T08:01:00.000Z,0.88,3,Immediate
2022,Chris,Clancy Ojoh,LB,New Mexico State,,2021-11-29T12:35:00.000Z,0.88,3,Immediate
2022,Isaiah,Garcia-Castaneda,WR,New Mexico State,Nebraska,2021-11-29T12:41:00.000Z,0.87,3,Immediate
2022,Daniel,Parker,TE,Missouri,Oklahoma,2021-11-29T08:03:00.000Z,0.86,3,Immediate
2022,Jacob,Zeno,QB,Baylor,UAB,2021-09-28T08:29:00.000Z,0.87,3,Immediate
2022,Pierce,Quick,OT,Alabama,Georgia Tech,2021-11-29T08:54:00.000Z,0.87,3,Immediate
2022,Harrison,Bailey,QB,Tennessee,UNLV,2021-10-27T15:39:00.000Z,0.86,3,Immediate
2022,Landon,Morris,WR,Syracuse,Utah,2021-12-13T12:04:00.000Z,0.86,3,Immediate
2022,Kalon,Gervin,CB,Michigan State,Kansas,2021-09-26T12:52:00.000Z,0.86,3,Immediate
2022,Gurvan,Hall,S,Miami,Utah State,2021-11-09T14:26:00.000Z,0.86,3,Immediate
2022,Bless,Harris,OT,Lamar,Florida State,2021-09-16T14:10:00.000Z,0.86,3,Immediate
2022,Koby,Perry,S,Austin Peay,,2021-12-02T13:04:00.000Z,0.86,3,TBD
2022,Morven,Joseph,LB,Tennessee,Florida Atlantic,2021-11-08T08:58:00.000Z,0.85,3,Immediate
2022,Quentin,Williams,DL,Miami,Marshall,2021-11-02T16:20:00.000Z,0.85,3,Immediate
2022,Navonteque,Strong,LB,LSU,,2021-10-27T11:17:00.000Z,0.85,3,Immediate
2022,Kane,Patterson,LB,Clemson,Vanderbilt,2021-11-29T09:37:00.000Z,0.85,3,Immediate
2022,Bentavious,Thompson,RB,UCF,,2021-10-06T13:27:00.000Z,0.85,3,Immediate
2022,Isaiah,Johnson,EDGE,Fresno State,,2021-10-05T11:25:00.000Z,0.85,3,Immediate
2022,Sione,Finau,IOL,Florida Intl,Purdue,2021-11-22T10:54:00.000Z,0.85,3,Immediate
2022,Kayden,Lyles,IOL,Wisconsin,Florida State,2021-10-26T11:58:00.000Z,0.87,3,Immediate
2022,Mycah,Pittman,WR,Oregon,Florida State,2021-11-22T11:58:00.000Z,0.87,3,Immediate
2022,Geoff,Cantin-Arku,LB,Syracuse,Memphis,2021-11-17T13:45:00.000Z,0.87,3,Immediate
2022,Marcus,Banks,CB,Alabama,Mississippi State,2021-11-08T10:09:00.000Z,0.9,4,Immediate
2022,Tiyon,Evans,RB,Tennessee,Louisville,2021-11-26T07:16:00.000Z,0.9,4,Immediate
2022,Austin,Stogner,TE,Oklahoma,South Carolina,2021-11-30T16:55:00.000Z,0.9,4,Immediate
2022,Shaun,Shivers,ATH,Auburn,Indiana,2021-11-30T09:04:00.000Z,0.9,4,Immediate
2022,Branden,Jennings,LB,Maryland,Kansas State,2021-11-30T14:21:00.000Z,0.9,4,Immediate
2022,Taj,Harris,WR,Syracuse,Rutgers,2021-10-04T20:05:00.000Z,0.9,4,Immediate
